Hotel Name,Rating,Review,sentence,sentiment_score_1,sentiment_score_2,sentiment_score_3,sentiment_score_4,sentiment_score_5,weighted_sentiment,classification_label
Trident Nariman Point,5 stars out of 5,"really efficient and friendly staff.
beautiful clean and comortable room.
brilliant shower with toiletries and bathrobes.
within walking distance of gate of india and colaba causeway.",brilliant shower with toiletries and bathrobes,0.0019,0.0015,0.0084,0.1628,0.8254,4.8082,2e_1
Trident Nariman Point,5 stars out of 5,"very nice hotel joining the oberon.
it is a good spot to start seeing mumbai from.
the food and facilities are good. they have an excellent gym.
very easy to get a taxi and see the southern part of the city.
maybe a bit pricey for a 4-5 star.",they have an excellent gym,0.0068,0.0071,0.0385,0.2671,0.6805,4.6076,6d_1
Trident Nariman Point,5 stars out of 5,"very nice hotel joining the oberon.
it is a good spot to start seeing mumbai from.
the food and facilities are good. they have an excellent gym.
very easy to get a taxi and see the southern part of the city.
maybe a bit pricey for a 4-5 star.",very easy to get a taxi and see the southern part of the city,0.0112,0.0211,0.0662,0.4174,0.4841,4.342,3f
Trident Nariman Point,5 stars out of 5,"During my short stay there, me and my friends got ripped-off by a cabby who had covered the already run-up meter with a piece of cloth at the beginning of our journey unbeknownst to us. When we reached the destination he sprang a surprise ripping us off over 5-times the normal fare.

The next time for my airport trip also another cabby tried this ruse but got earful of me. The concierge was totally unhelpful.
 
The hotel management can't be unaware of this rip-off. Guests expect a honest cab service inside the hotel. Trident management should curb this blatant exploitation as it spoils the otherwise wonderful experience of the hotel guests.",The concierge was totally unhelpful,0.7517,0.2047,0.0361,0.0044,0.0031,1.3025,4i
Trident Nariman Point,5 stars out of 5,"We stayed at Trident for 3 nights in December 2012 as we wanted to see the nearby attractions and also to avoid the crowded parts of Mumbai . Trident Nariman point is situated in a not so busy business district compared to other Mumbai areas. The bedrooms are spacious , clean and comfortable.
The hotel staff were very good especially the restaurant staff. One staff I would commend is Negraj in Frangipani restaurant; he was excellent as he served us very well during the breakfast. 
The housekeeping were also good especially the housekeeping supervisor Maria Cruz who provided us with the information in visiting shopping places in Mumbai and also helped my wife with her laundry. Thank you Maria.
The concierges are very busy due to a high volume of guests arriving and leaving and therefore did not provide us with the service we had expected. Also the concierge arranges taxis to the airport and fixes the price with taxi drivers.
Buffet style breakfast was included with the room and it was very good. They had all types of options available.",The concierges are very busy due to a high volume of guests arriving and leaving and therefore did not provide us with the service we had expected,0.1861,0.4577,0.2948,0.0521,0.0093,2.2409,4i
Trident Nariman Point,5 stars out of 5,"We stayed at Trident for 3 nights in December 2012 as we wanted to see the nearby attractions and also to avoid the crowded parts of Mumbai . Trident Nariman point is situated in a not so busy business district compared to other Mumbai areas. The bedrooms are spacious , clean and comfortable.
The hotel staff were very good especially the restaurant staff. One staff I would commend is Negraj in Frangipani restaurant; he was excellent as he served us very well during the breakfast. 
The housekeeping were also good especially the housekeeping supervisor Maria Cruz who provided us with the information in visiting shopping places in Mumbai and also helped my wife with her laundry. Thank you Maria.
The concierges are very busy due to a high volume of guests arriving and leaving and therefore did not provide us with the service we had expected. Also the concierge arranges taxis to the airport and fixes the price with taxi drivers.
Buffet style breakfast was included with the room and it was very good. They had all types of options available.",Also the concierge arranges taxis to the airport and fixes the price with taxi drivers,0.0134,0.0196,0.0892,0.4029,0.4748,4.3061,3f
Trident Nariman Point,5 stars out of 5,"We stayed at Trident for 3 nights in December 2012 as we wanted to see the nearby attractions and also to avoid the crowded parts of Mumbai . Trident Nariman point is situated in a not so busy business district compared to other Mumbai areas. The bedrooms are spacious , clean and comfortable.
The hotel staff were very good especially the restaurant staff. One staff I would commend is Negraj in Frangipani restaurant; he was excellent as he served us very well during the breakfast. 
The housekeeping were also good especially the housekeeping supervisor Maria Cruz who provided us with the information in visiting shopping places in Mumbai and also helped my wife with her laundry. Thank you Maria.
The concierges are very busy due to a high volume of guests arriving and leaving and therefore did not provide us with the service we had expected. Also the concierge arranges taxis to the airport and fixes the price with taxi drivers.
Buffet style breakfast was included with the room and it was very good. They had all types of options available.",Also the concierge arranges taxis to the airport and fixes the price with taxi drivers,0.0134,0.0196,0.0892,0.4029,0.4748,4.3061,4i
Trident Nariman Point,5 stars out of 5,"We had a fantastic time staying here.  The rooms are great.  The gym and pool are both very, very nice.  The buffet breakfast in the morning had excellent selection and taste.  But most importantly, the concierge and service staff were the most helpful and friendly of any hotel I have stayed at.","The gym and pool are both very, very nice",0.0026,0.0028,0.0145,0.2232,0.7569,4.7292,6d_1
Trident Nariman Point,5 stars out of 5,"We had a fantastic time staying here.  The rooms are great.  The gym and pool are both very, very nice.  The buffet breakfast in the morning had excellent selection and taste.  But most importantly, the concierge and service staff were the most helpful and friendly of any hotel I have stayed at.","But most importantly, the concierge and service staff were the most helpful and friendly of any hotel I have stayed at",0.0173,0.0413,0.1602,0.416,0.3652,4.0704,4i
Trident Nariman Point,5 stars out of 5,"We could have exellent stay.
The concierge helped us so much and atended friendly, and arranged perfect tours.
The room was clean and not so small, and most of all, I enjoyed very much the breathtaking view of Arabian Sea.
And the location is good, too. Near Colaba Causeway and Marine Drive. 
Thank you so much!! I could have very comfortable stay in Mumbai.","The concierge helped us so much and atended friendly, and arranged perfect tours",0.0015,0.0013,0.0087,0.1451,0.8434,4.8277,4i
Trident Nariman Point,5 stars out of 5,"The room was nice and seemed like recently done up. The staff at the concierge and reception were very coordial and well trained. Such courteousy you will normally find in Oberoi - Trident chain in India and i was happy to see that without deviation. 
Over all property is very well maintained. The location how ever is excellent with morning and evening sea breeze that can be experienced from the swimming pool deck. 
Over all a nice experience",The staff at the concierge and reception were very coordial and well trained,0.0051,0.0102,0.0684,0.4454,0.4708,4.3667,4i
Trident Nariman Point,5 stars out of 5,"I would highly recommend the hotel both for business or leisure. The location was central and overlooking the sea, the hotel was beautiful and the staff excellent. It was a very comfortable stay overall and I would rate the hotel as excellent.","The location was central and overlooking the sea, the hotel was beautiful and the staff excellent",0.0054,0.0083,0.044,0.2857,0.6567,4.58,3d_2
Trident Nariman Point,5 stars out of 5,"the staff from the doorman, to the concierge, the reception, room service, housekeeping and the telephone operators were all extremely nice and friendly. service was prompt.

the in room dining was out of this world.

only problem was there was a charge for internet use.think this should come free in today's world

great experience overall","the staff from the doorman, to the concierge, the reception, room service, housekeeping and the telephone operators were all extremely nice and friendly",0.006,0.0104,0.0486,0.3469,0.5881,4.5007,4i
Trident Nariman Point,5 stars out of 5,"We would highly recommend the hotel both for business or leisure.   The location was central and overlooking the sea, the hotel was beautiful and the staff excellent.   We were upgraded to a sea-facing room without charge and overall I would rate the hotel as excellent.","The location was central and overlooking the sea, the hotel was beautiful and the staff excellent",0.0054,0.0083,0.044,0.2857,0.6567,4.58,3d_2
Trident Nariman Point,5 stars out of 5,"the mumbai indians, the indian cricket team, use this place as their base. had no interest for me, given i know nothing about cricket, but i guess it's an indication of the quality of the hotel, the service, the security, the facilities, the sum of the parts of a hotel really.

it was my first visit to mumbai, and i was surprised that the internet recommendations all seemed to recommend 5-star places, as i normally prefer boutique/cheaper places. so we bit the bullet and booked trident, and i'm very glad we did. we were given an upgrade without asking for one, securing us a lovely corner room with two views over the water. the food downstairs was great, the staff exemplary, the tourist attractions and business area in comfortable walking distance (for us, aged 30ish, maybe too far to some tourist attractions for older tourists). 

i'd recommend it highly.","the food downstairs was great, the staff exemplary, the tourist attractions and business area in comfortable walking distance (for us, aged 30ish, maybe too far to some tourist attractions for older tourists)",0.0037,0.0167,0.1681,0.5939,0.2176,4.0048,7a
Trident Nariman Point,5 stars out of 5,"Great property and centrally located. Clean and great service.
Fabulous concierge who go the extra mile.",Fabulous concierge who go the extra mile,0.0048,0.0034,0.0124,0.1144,0.865,4.8313,4i
Trident Nariman Point,5 stars out of 5,"The staff were ever-helpful. I've never had anyone said ""no"" to my requests - including free late check-out and a driver to the airport who charged within my low budget (over-spent on shopping). Breakfast was delicious and do not miss the Trident spa. It's not the cheapest spa but really nice. Also, do pay a bit more for a seaview room. The charming Arabian Sea sunset is too romantic to say no to.",Breakfast was delicious and do not miss the Trident spa,0.0071,0.0102,0.0882,0.435,0.4594,4.3293,6b_1
Trident Nariman Point,5 stars out of 5,"The staff were ever-helpful. I've never had anyone said ""no"" to my requests - including free late check-out and a driver to the airport who charged within my low budget (over-spent on shopping). Breakfast was delicious and do not miss the Trident spa. It's not the cheapest spa but really nice. Also, do pay a bit more for a seaview room. The charming Arabian Sea sunset is too romantic to say no to.",It's not the cheapest spa but really nice,0.0035,0.0119,0.2172,0.6089,0.1586,3.9072,6b_1
Trident Nariman Point,5 stars out of 5,"I only stayed at the Trident for one night, a quick business trip to Mumbai. I arrived in the early hours of the morning so it took less than 1hr for the taxi to reach the hotel. I booked a hotel car back to the airport, again later in the day (about 8pm) and it took 75 minutes... in the rush hour it would probably take much longer. The location is fine if you have meetings in that part of the city, and plenty of time to catch flights, but otherwise I might stay in one of the hotels closer to the airport.

The hotel is obviously expensive compared to most others (although not the most expensive on this site) so my expectations were high. The staff were friendly, and check-in was efficient. The hotel room was fine (I was upgraded to a sea view)... the hotel room was a little dated for my tastes, it would benefit from upgraded bathrooms etc. 

The internet was not free (it seems that the more expensive the hotel, the more likely they are to charge for internet access)... someone needs to tell them that free wifi is now expected by most travellers. 

There are a couple of restaurants in the basement, one only opens at 7.30pm... (the same time the buffet starts in the other) so maybe not great if you like to eat early. The a la carte is available all day... and was fine for me as quite suited to western tastes (a tuna sandwich and a pizza... I was playing it safe...)",I arrived in the early hours of the morning so it took less than 1hr for the taxi to reach the hotel,0.2506,0.2624,0.2768,0.1324,0.0777,2.5242,3f
Trident Nariman Point,5 stars out of 5,This is a great hotel very conveniently situated for all local tourist points of interest just a very short taxi ride away. The hotel has a very pleasant relaxing atmosphere and the staff are very pleasant and helpful. The club room we stayed in was excellent with a great view of the bay the only downside was the bathroom was rather small. The condition of the swimming pool is looking a bit old and could do with updating We would definitely stay again.,This is a great hotel very conveniently situated for all local tourist points of interest just a very short taxi ride away,0.0024,0.0035,0.0248,0.3208,0.6485,4.6093,3f
Trident Nariman Point,5 stars out of 5,"Trident Nariman point is an excellent business,leisure hotel and hotel for all purposes located in marine drive south mumbai's poshest location

very close to nariman point,south mumbais other business and office areas and also very close to main south mumbai's designers shopping

rooms and toilets are very nice,staff is excellent and attentive

has galleria and oberoi mall attached to it for shopping and also has the best selection of 4-5 resturants and a bar

an excellent spa also and swimming pool

would recommend this hotel to anyone in mumbai and overall fantastic

some good deals to be had over internet","Trident Nariman point is an excellent business,leisure hotel and hotel for all purposes located in marine drive south mumbai's poshest location

very close to nariman point,south mumbais other business and office areas and also very close to main south mumbai's designers shopping

rooms and toilets are very nice,staff is excellent and attentive

has galleria and oberoi mall attached to it for shopping and also has the best selection of 4-5 resturants and a bar

an excellent spa also and swimming pool

would recommend this hotel to anyone in mumbai and overall fantastic

some good deals to be had over internet",0.0022,0.0029,0.0148,0.2114,0.7688,4.7418,6b_1
Trident Nariman Point,5 stars out of 5,"The staff remember me and know what I like , every time I am there I get the same service and smiles. The rooms are very nice and for the price you are paying you are getting more than expected, comparing with any other hotel in Mumbai. Security is a bit loose lately . The gym is nice and the restaurants are the best , offering clean safe and delicious food ! Highly recommended !","The gym is nice and the restaurants are the best , offering clean safe and delicious food",0.0019,0.0027,0.0284,0.3187,0.6483,4.6088,6d_1
Trident Nariman Point,5 stars out of 5,"Nice location, the security is good. But the food is expensive. Near the hotel have cinema theaters gate way of India is near by taxi 7min.",Near the hotel have cinema theaters gate way of India is near by taxi 7min,0.1527,0.1405,0.2354,0.2384,0.2331,3.2587,3f
Trident Nariman Point,5 stars out of 5,"we buy voucher from agoda travel , trident is a comfortable hotel to stay for business trip . near to go craw ford market, but diffucult to call taxi. we must have rent the taxi for convinient,   nice swiming pool but not have sauna.","near to go craw ford market, but diffucult to call taxi",0.1373,0.2666,0.3425,0.1946,0.059,2.7712,3f
Trident Nariman Point,5 stars out of 5,"we buy voucher from agoda travel , trident is a comfortable hotel to stay for business trip . near to go craw ford market, but diffucult to call taxi. we must have rent the taxi for convinient,   nice swiming pool but not have sauna.","we must have rent the taxi for convinient,   nice swiming pool but not have sauna",0.0593,0.1567,0.4239,0.2794,0.0808,3.1658,3f
Trident Nariman Point,5 stars out of 5,luxurious hotel at a very central location and a nice sea view. Staff was always very helpful and friendly. Excellent service. Good gymnasium facilities.,luxurious hotel at a very central location and a nice sea view,0.0031,0.0042,0.0329,0.3308,0.6289,4.5782,3d_2
Trident Nariman Point,5 stars out of 5,We had a great stay at the Trident and would definitely recommend it to anyone looking for a place on Marine Drive in Mumbai.  The hotel had a great ambiance and the service is great.  The rooms could use an update as the furniture/carpet looks a little tired but everything within the rooms is still really clean.  I loved the gym as well.,I loved the gym as well,0.0074,0.011,0.0673,0.3467,0.5675,4.456,6d_1
Trident Nariman Point,5 stars out of 5,"very nice rooms with or without sea view.very clean
the food is excelent ,the breakfast its very very good.ther is abig gym and aswwiming pool pluse sauna and steam room.you have also big beutey center
and abig shoping center tuch to the hotel.",ther is abig gym and aswwiming pool pluse sauna and steam room,0.0785,0.1196,0.2412,0.3132,0.2474,3.5313,6d_1
Trident Nariman Point,5 stars out of 5,hotel security is tight but that is understanable. it has a convenience link to the new oberoi hotel. cabs is easy to get outside. they have some nice boutique shops at the corner which is convenient for last minute shopping. hotel staff is pleasant and approachable. room are standard size but toilet a bit too small. would i stay again?...probably.,it has a convenience link to the new oberoi hotel,0.0046,0.0096,0.1077,0.4873,0.3908,4.2501,3d_1
Trident Nariman Point,5 stars out of 5,Trident Hilton is one of mumbais oldest and best hotels.It has a wide array of resturants and excellent location with great shopping at their shopping arcade.However some of the rooms are really old fashioned and need renovation and a modern getup.I understand till 18th floors are the older rooms.No other complaints from the hotel-among the best,I understand till 18th floors are the older rooms,0.1162,0.1828,0.2582,0.2343,0.2086,3.2363,7a
Trident Nariman Point,5 stars out of 5,"Im hektischen Großstadtdschungel von Mumbai braucht man einen schönen, sauberen, freundlichen Rückzugspunkt, z.B. das Trident der Oberoi Gruppe!Vor allem die Concierge Mitarbeiter waren sehr hilfsbereit bzgl. Adressen und Tischreservierungen sowie Tipps für die meist sehr schlecht Englisch sprechenden Taxifahrer.
Das Zimmer war großzügig gestaltet, der Pool samt Sonnenuntergang sehr schön!!
Auch das Frühstücksbuffett war sehr gut sortiert für jeden Geschmack der internationalen Klientel mit freundlichem Personal.
Im Süden der Stadt gelegen ist es nur eine kurze Taxifahrt zum Taj Palace Hotel am Gate of India. Hier sprüht die Stadt vor Energie und hier kann man durchaus gute tour guides durch Mumbai finden. Auch abends ist die Gegend abgenehm zum Spazierengehen und Sich-treiben-lassen. Wir haben den Aufenthalt rundum genossen, im Verkehrswahnsinn der Stadt ist das Trident eine ""kleine angenehme Oase"".",Vor allem die Concierge Mitarbeiter waren sehr hilfsbereit bzgl,0.0193,0.0443,0.1422,0.427,0.3672,4.0786,4i
Trident Nariman Point,5 stars out of 5,"die vorhandenden sicherheitsvorkehrungen fuer dieses hotel, bishin zu mit machinengewehr hinter sandsack burgen postierten soldaten war zu naechst ziemlich gewoehnungsbedurftig. nach relativ kurze zeit fuehrte diese bewachung zu einem angenehmen sicherheitsgefuehl. (anschlaege im november 2008). es war sehr einfach ein taxi preisguenstig mit einem  englisch sprechenden fahrer zu bekommen.es    wird sehr die snackbar in der lounge des hotels fuer fruehstueck und zwischen mahlzeiten empfohlen .",es war sehr einfach ein taxi preisguenstig mit einem  englisch sprechenden fahrer zu bekommen,0.0282,0.0334,0.081,0.3218,0.5356,4.3033,3f
Trident Nariman Point,5 stars out of 5,面對大海的景觀房，旅館乾淨， 安全，每樓都有二位安全人員，只是外面的 濱海大道人實在太多了。 但是 孟買哪裡不是人擠人呢？ 旅館到 Gateway of India 區 taxi 只要 200 印幣， 大約2.50美元。從國際機場搭計程車來也只要 1600印幣 約 20美元。 行車大約 50分鐘-1 小時。很合理。 特別推薦。,面對大海的景觀房，旅館乾淨， 安全，每樓都有二位安全人員，只是外面的 濱海大道人實在太多了。 但是 孟買哪裡不是人擠人呢？ 旅館到 Gateway of India 區 taxi 只要 200 印幣， 大約2,0.0616,0.1633,0.3756,0.3268,0.0727,3.1855,3f
Sahara Star Hotel,5 stars out of 5,"Here's a feedback draft you can use for your experience at Sahara Star Mumbai Hotel:

---

**Feedback for Sahara Star Mumbai Hotel**

I recently had the pleasure of staying at Sahara Star, and I must say it was an unforgettable experience. Here are a few highlights:

**1. Exceptional Service:**  
From the moment I arrived, the staff was incredibly welcoming and attentive. The check-in process was smooth, and the concierge team was helpful in arranging my activities.

**2. Stunning Ambiance:**  
The hotel has a unique design that beautifully blends luxury and nature. The indoor lagoon and tropical landscaping create a serene atmosphere that’s perfect for relaxation.

**3. Immaculate Rooms:**  
My room was spacious, tastefully decorated, and impeccably clean. The amenities provided were top-notch, making my stay even more comfortable.

**4. Delicious Dining Options:**  
The variety of restaurants offered a wide range of cuisines. I particularly enjoyed dining at [specific restaurant name], where the dishes were not only tasty but presented beautifully.

**5. Excellent Location:**  
The hotel’s location is convenient, making it easy to access local attractions and the airport. This made my travel around Mumbai a breeze.

**6. Incredible Facilities:**  
The spa and fitness center were fantastic. I indulged in a relaxing massage that was just what I needed after a busy day.

Overall, my stay at Sahara Star was absolutely remarkable. I highly recommend this hotel to anyone looking for a luxurious and enjoyable experience in Mumbai. I can’t wait to  retrun","The check-in process was smooth, and the concierge team was helpful in arranging my activities",0.003,0.0063,0.0753,0.4942,0.4213,4.3244,4i
Sahara Star Hotel,5 stars out of 5,"Here's a feedback draft you can use for your experience at Sahara Star Mumbai Hotel:

---

**Feedback for Sahara Star Mumbai Hotel**

I recently had the pleasure of staying at Sahara Star, and I must say it was an unforgettable experience. Here are a few highlights:

**1. Exceptional Service:**  
From the moment I arrived, the staff was incredibly welcoming and attentive. The check-in process was smooth, and the concierge team was helpful in arranging my activities.

**2. Stunning Ambiance:**  
The hotel has a unique design that beautifully blends luxury and nature. The indoor lagoon and tropical landscaping create a serene atmosphere that’s perfect for relaxation.

**3. Immaculate Rooms:**  
My room was spacious, tastefully decorated, and impeccably clean. The amenities provided were top-notch, making my stay even more comfortable.

**4. Delicious Dining Options:**  
The variety of restaurants offered a wide range of cuisines. I particularly enjoyed dining at [specific restaurant name], where the dishes were not only tasty but presented beautifully.

**5. Excellent Location:**  
The hotel’s location is convenient, making it easy to access local attractions and the airport. This made my travel around Mumbai a breeze.

**6. Incredible Facilities:**  
The spa and fitness center were fantastic. I indulged in a relaxing massage that was just what I needed after a busy day.

Overall, my stay at Sahara Star was absolutely remarkable. I highly recommend this hotel to anyone looking for a luxurious and enjoyable experience in Mumbai. I can’t wait to  retrun","Incredible Facilities:**  
The spa and fitness center were fantastic",0.004,0.0037,0.0155,0.1498,0.827,4.7921,6b_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,"Five Stars all the way. Impeccable Service throughout the property. Even though it is 115 years old, everything is perfectly maintained and looks new. The Concierge is perhaps the best at any hotel...genuinely helpful all the time.",The Concierge is perhaps the best at any hotel,0.0079,0.0093,0.0395,0.1919,0.7514,4.6695,4i
"Taj Mahal Tower, Mumbai",5 stars out of 5,One of the best hotels I have stayed in. More luxurious then you can imagine. A quirky mix of old colonial British and Indian luxury combines. Pool area fantastic and spa out of this world. Well worth a stay!,Pool area fantastic and spa out of this world,0.0029,0.0022,0.011,0.1364,0.8474,4.8232,6b_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,Taj Mahal is the best one in the area and My favourite for relaxation they have the best spa ever,Taj Mahal is the best one in the area and My favourite for relaxation they have the best spa ever,0.0015,0.0015,0.0084,0.1098,0.8787,4.8628,6b_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,"The hotel is fantastic in every way. It's an impeccably well run hospitality oasis close to most major attractions in Mumbai, and great shopping.

The staff is professional, prompt and highly discreet. The food is excellent, as is room service. The gym, spa and hotel pool are well maintained - in particular the pool is an experience of its own.

I can't say enough about this hotel. As someone who travels about 150 days a year all over the world I can say with confidence that this is one of the very best hotels in the world.","The gym, spa and hotel pool are well maintained - in particular the pool is an experience of its own",0.0035,0.0069,0.0849,0.504,0.4008,4.2916,6b_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,"The hotel is a beautiful example of colonial architecture.  I stayed in the old wing which was superb however a friend that I was traveling with was in the new wing and experienced multiple problems in the room such as AC, Windows, noise of construction etc.  staff service is generally of a very high standard however it is variable and inconsistent particularly around the pool area.","I stayed in the old wing which was superb however a friend that I was traveling with was in the new wing and experienced multiple problems in the room such as AC, Windows, noise of construction etc",0.1731,0.3964,0.3385,0.0785,0.0135,2.3629,4a
"Taj Mahal Tower, Mumbai",5 stars out of 5,"I cannot rate this hotel high enough. From a luxury point of view, it is amazing and the hotel is beautiful. But the service was just incredible and is what sets it above others. We arrived about 5.30am and we told we could pay a half board to have the room ready by 7am. This gave us time to have breakfast in quiet surroundings with a personal butler. To continue the great service we were upgraded to the Palace side which I would recommend paying more to stay in anyway. Each night we came back to our room to find personal gifts such as cake, silk scarves, Indian jewellery and one night 2 foot bathes were set up for my husband and I - the water was promptly delivered for us. Just what we needed after walking a lot in the heat. Relaxing in the pool each afternoon was also wonderful, and again the service by the pool staff was fantastic. Compared to other countries, the prices for accommodation and breakfast was very reasonable and so worth it.
In Mumbai, I would say go to Leopolds for beer and cheap curry, good fun and great taste. To upgrade a little, there is a local restaurant not far called Khyber - best Indian food we have ever had. 
With the help of a Dharavi local based tour company, Mystical Mumbai, we had an eye opening tour of the slum which we recommend. Make sure you check the taxi meters are on and you can rent a taxi for about 350 rupees an hour. Colabar Causeway is excellent for bartering for anything and the local shops along here, although generally fixed price, are still very cheap for well made Indian cotton clothing.",Make sure you check the taxi meters are on and you can rent a taxi for about 350 rupees an hour,0.128,0.1261,0.2216,0.2643,0.26,3.4022,3f
"Taj Mahal Tower, Mumbai",5 stars out of 5,"My husband and I came for three nights. We were impressed by this beautiful building and the rooms do not disappoint. The concept of service is taken to a new level here, with rose petals left in the room, extremely helpful staff, tours and staff falling over themselves to help you. For those worried about the water and traveller ailments associated with India, the taj has its own water purification facilities. Even the shower water is potable. Highly recommended. Just a note for first timers, there are two sections of the hotel - the tower which is new ,and the palace which is the regal, historical section.",Even the shower water is potable,0.0364,0.0447,0.116,0.3458,0.4571,4.1424,2e_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,Excellent.  Staff were great.  Hotel spa is exceptional,Hotel spa is exceptional,0.0065,0.0066,0.0461,0.2318,0.709,4.6301,6b_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,"Overall we had a fantastic stay, Mumbai was our last stop of our family trip to India, brilliant way to end a great holiday, Mumbai is one of the nicest, and the best places we visited in India..
The hotel was lovely we had 2 club rooms, in the Palace. My only complaint was that both at breakfast and during the cocktail hour we were kept waiting to enter before we could enjoy the facilities, however the timings were up held so if the cocktail hour was until 8 and you weren't able to enter the club room till late (due to lack of space) they would still stop serving at 8 which I though was a bit unfair, all guests should be accommodated accordingly, same with the breakfast, the sea lounge couldn't accommodate everyone at the busier times so you could be kept waiting outside for up to 20 mins, one of the mornings the buffet was being cleared away before we had even finished (the staff did let us know that this was about to happen but they had already started clearing it at the very same time so we didn't chance to enjoy breakfast properly) they did apologise after I complained. Again I didn't see it fair that after having had to wait (which I didn't mind) but then, that they would not then extend the timings accordingly allowing those guests to enjoy breakfast fully, they were very apologetic about this, I'm not sure if anyone else had complained about this but with all the attention to detail and high quality service I felt these were 2 areas (quite important though) do need looking, apart from this our stay was brilliant... my husband fell ill, they organised a doctor very quickly for us (who was very good).. oh and lastly I have to say how amazing the building tour guide was, unfortunately we cant remember the guys name, but he was fantastic!!So knowledgeable and entertaining!!","my husband fell ill, they organised a doctor very quickly for us (who was very good)",0.1413,0.21,0.2339,0.2248,0.19,3.1121,3g
"Taj Mahal Tower, Mumbai",5 stars out of 5,Excellent. The staff was courteous and attentive. The room was comfortable and clean with a great view  Perhaps replace the shower curtains - a funny thing to see in a hotel of this standard. Your hotel is well located  - for me that is the most important aspect.,The room was comfortable and clean with a great view  Perhaps replace the shower curtains - a funny thing to see in a hotel of this standard,0.0062,0.0188,0.1514,0.5315,0.2921,4.0844,2e_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,"Service was awesome. Across the board. Spa, dining, concierge, staff, facilities. All excellent. Every single staff member, facility, view and service available is designed to be an experience you will not forget / talk about forever - and hold up as a benchmark for other hotels (that won't come close). This is the hotel that I want to bring my future partner/love back too... or if I need to impress business colleagues just as equally! You will not be disappointed. Upgrade to a water view, upgrade to a palace view.. all great.. if you can't - just experience the hotel in all in beauty - whatever room type - they will not treat you differently.... and remember to go outside... the Gateway of India is just outside your door!","Spa, dining, concierge, staff, facilities",0.0135,0.0189,0.1185,0.4053,0.4438,4.247,4i
"Taj Mahal Tower, Mumbai",5 stars out of 5,"Was here for a holiday, then needed to stay for business/work. Internet speed was AWESOME - not slow/no shaving/no limits! Staff were awesome. The attention to detail whether it was room service or laundry or concierge was brilliant. Airport transfers are of ease. I love this hotel - for what i paid per night the service was exceptional!",The attention to detail whether it was room service or laundry or concierge was brilliant,0.0345,0.0579,0.2191,0.4246,0.2639,3.8255,4i
"Taj Mahal Tower, Mumbai",5 stars out of 5,rooms were good and comfortable with  good in house restaurants. however was surprised to see that they wer3 charging for internet service in the room.  Also would have been good if there was WC shower fitted.,Also would have been good if there was WC shower fitted,0.0885,0.2078,0.4206,0.2265,0.0565,2.9549,2e_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,It was nice and relaxing stay.  Staff were very supportive and friendly.  However I was surprised to see that wireless internet was not free and there was no WC shower.  These facilities are now available in almost all hotels.,However I was surprised to see that wireless internet was not free and there was no WC shower,0.1593,0.3641,0.3801,0.0839,0.0125,2.4262,2e_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,Recommend because of history and location.  Concierge most helpful.  Atmosphere cold with no welcoming touches in room.  Not happy to be given a smoking room and staff made little effort to relocate us.,Concierge most helpful,0.006,0.0063,0.0301,0.2121,0.7455,4.6849,4i
"Taj Mahal Tower, Mumbai",5 stars out of 5,"nice quiet surroundings, in room router for wifi although you pay for internet, staff very helpful, great buffet breakfast. wouldn't change much.","nice quiet surroundings, in room router for wifi although you pay for internet, staff very helpful, great buffet breakfast",0.0019,0.0031,0.0429,0.5275,0.4247,4.37,4a
"Taj Mahal Tower, Mumbai",5 stars out of 5,"Fabulous stay with great service from all in the hotel! The only tiny complaint I have will be the tiny shower cap that could not fit any adult! 
Great restaurants by foot include Indigo, Leopold and the hotel Italian and Chinese restaurants!",The only tiny complaint I have will be the tiny shower cap that could not fit any adult,0.041,0.1167,0.3674,0.433,0.0419,3.318,2e_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,"Fantastic hotel, room was large and extremly well furnished. The staff were polite and attentive. he facilities were in th hotel were very good business centre and the pool and gym facilites were very good. Internet charges were quite high for hotel of this stature and should have included in the charges for the room. definatley stay again",he facilities were in th hotel were very good business centre and the pool and gym facilites were very good,0.0184,0.0346,0.1386,0.4226,0.3858,4.1229,6d_1
"Taj Mahal Tower, Mumbai",5 stars out of 5,"When i arrived we were welcome by a welcome flower. The staff there is very helpful and they even escort you to the room and show you the surroundings. In the hotel you are surrounding with the aroma oil and it smells great! The staff is very helpful, they help us to become the translator when we call upon a taxi. It's a good stay and you will feel the different India especially when you look out from the room window. The gateway of India just in front of you! It looked beautiful when sunrise and sunset!","The staff is very helpful, they help us to become the translator when we call upon a taxi",0.002,0.003,0.0378,0.443,0.5142,4.4645,3f
