city,hotel,rating,review,review_date,review_day,review_month,review_year
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Good hotel with all the amenities provided,"November 25, 2024",25,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Pretty good hotel for the money. I would stay again,"November 26, 2024",26,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"A lot of hairs in the living room, Bathroom & there a some items that not belongs to us. Maybe from previous guest","November 25, 2024",25,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Nice hotel if you are looking for serviced apartment type accomodation. Clean and spacious. Beds were super comfortable. We were on the 15th floor. Improvements would have been some plates and cutlery (there were none) and a washing machine. Also, strange that staff vacuum the corridors at night, as it is noisy.","November 25, 2024",25,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Enjoyed the stay! Family liked it.
Pros: Nice location, Delicious  breakfast for western travelers. Nice staff, great service.
Cons: High traffic congestion area, give yourself enough time; Cleanliness can be better; ATM doesn't work
Suggestion to management: Hotel name board & sign needs to be bigger. Maybe Big LED Sign display on top so it can be visible from far and gives it a boujee look!","November 24, 2024",24,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,We really like this hotel.,"November 25, 2024",25,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Nice enough, comfortable enough, cheap enough on discounted special…getting a bit old and run down compared to last time we stayed there…nice big room, could be luxurious but isn’t…","November 24, 2024",24,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"It’s an old 5 star hotel. The rooms are big but the beds were soft, carpets old, sofa has holes and stains and the tiles are cracked in the bathroom.

The breakfast was ok, although very crowded as the serving area was small for such a large hotel. The coffe was terrible.

The biggest disappointment was the sky bar was closed for renovation, this was one of the reasons I booked this hotel. 

There are some nice restaurants and food stalls near the hotel. The road outside is always clogged with traffic, so going anywhere by taxi is a nightmare. It’s about 15 minutes walk to the BTS which doesn’t seem far, until you factor is the heat. Therefore if I come to Bangkok again I’d book a hotel right next to public transport.

Pool was nice and the gym looked good too, but overall it’s a disappointing hotel and it’s not 5 stars anymore.","November 25, 2024",25,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"If you're here for 2 or 3 days it's ok, value for money. Definitely not a 5 star. Hotel bathroom thick brown grouts. Towels are rough and don't look clean. Tv doesn't work at all. It's like a 24inch tv in our premium suite. Carpet is super dirty. Don't let the 5 star category fool you. If it charge you a 5 star rate, don't bother living here just because they have a 5 star modern reception. It's about 10-15min walk to chong nonsi station. Buffet even worse, food not replaced at 9am when it says buffet ends 10.30. Many 5 star continues to refill until last order.","November 22, 2024",22,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Things are nice but the facilities are a bit old. The ventilation in the room is not so well.,"November 25, 2024",25,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Excellent service,"November 21, 2024",21,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"All good, except a bit far from public transport. Front desk staff are so helpful, house keeping not good, lots of dust & stain in the room","November 22, 2024",22,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Value for money,"November 21, 2024",21,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Overall okay. The first room I got into absolutely stank of smoke and sweat so badly I couldn’t be in there more than a couple of minutes however the staff at reception kindly changed me to a huge suite room upstairs which was really lovely. It’s a little worn and dated but the views from the rooftop are fantastic. Didn’t use any other facilities so can’t review for that but otherwise fine.  Recommend getting the upgraded rooms on the upper floors if possible,"November 22, 2024",22,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,A bit aging. Need to be renovated,"November 18, 2024",18,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Been staying here 10+yrs always a pleasure - Perfect holiday stay,"November 18, 2024",18,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"I arrived late as my flights were delayed. I checked into the two bedrooms suites. Around 2 am on Friday morning as I booked the room from Thursday. There was water leaked, dripping into the small bedroom. The rooms were not cleaned. After I saw the condition I called front desk. He sent maintenance guys right away which was impressive at 2.30 am. The staffs were honest and told me that the room was not in a living condition. 
I called the front desk trying to figured out the options. There was no other room except one bedroom suites on different floors so I cannot take two rooms. I finally agreed to move into a one bedroom suites with extra bed so I have time to contact Agoda. I didn’t have Thai phone. The hotel room didn’t have options for me to call external phone number from my room. The staff told me he was willing to refund the fees with one night charge but I need to contact Agoda. 
This whole thing was a joke. After about 8 hours I got a real response from Agoda saying they needed time to investigate. Around 8 or 9 pm I called front desk and they said they could get me another two bedrooms suites but I had to wait until 2 pm. Let’s pause and think for a minute of how much time I lost on my vacation and how much rest if I had any. 
I came with two young children. I cannot do anymore until I knew for sure we had a livable room or I would have to move to a different hotel. I finally moved into another two bedrooms suites I paid for around 3.30 pm on Friday. 
I was checking my email constantly but I didn’t see any response from Agoda. I handled every by myself. Sometimes that day or the next the hotel sent apology letter with fruit plate. I checked out on Sunday. On Sunday morning I called and asked if I can do late check out the hotel said I can stay until 1 pm or they will charge me 5,000 baht.  I told them I didn’t think I would be back but I could be back around 2 pm. Anyway, there was no accommodation so I checked out at 20 am and left all of my belongings with the bellman until 2.30 pm. 
After I left I saw an email from Agoda that the only thing they can offer was late check out.
From then til now, I don’t think I was compensated for the time I lost, for the downgraded room I received and the overall experience. 
Quick summary: 
1. When you see 5 stars on Agoda website for this hotel, that’s not true. Don’t make your decision based on this like I did. 
2. It is not clean, bring sanitizer wipes.
3. Make sure it’s the room you want or have ways to contact Agoda because you will not get a quick response by chat. Maybe it will be faster if you have roaming or Thai phone. 
4. If you are allergic to dust, take your meds or go somewhere else.","November 15, 2024",15,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Overall.
Good to stay and they have well trained staff .I give ⭐️⭐️⭐️⭐️","November 18, 2024",18,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Great breakfast and very helpful staff. But they do nothing to maintain the rooms which are literally falling apart. Toilet seat half attached. Railings rusted. Broken and worn down rooms. Stains and doesn’t appear they spray for pests as we killed a huge roach every night and there were more the next day.,"November 12, 2024",12,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,in total is good,"November 13, 2024",13,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,We were a group of 3. Everyone was accomodating & kind. Thank you!,"November 12, 2024",12,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The hotel is acceptable. The external and internal is clean and nice. However, the room is furnished with outdated furniture. Old carpet, mold tiles, wood furniture. Breakfast food was not bad, space very small with too many people...cramped.","November 13, 2024",13,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"We had a great stay. The room is nice and large to accommodate the family of 6. We also love the pool and amenities of the hotel. However, the room is lacking the microwave. The breakfast is amazing and has varieties of food stations. The staff are wonderful. We want to come back again.","November 11, 2024",11,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Enjoyed out time at the JC ... Beautiful pool and options for drinks/food right around the corner. Close to the metro as well. Would stay again.,"November 12, 2024",12,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The room offers a great city view. The kids loved the pool and the gym. Overall the property was clean, but a little isolated. Restaurants and tourist spots were not in a walking distance. Also the shower needed renovation.","November 10, 2024",10,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,فندق قديم,"November 11, 2024",11,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"It was a good stay. It is a really old hotel though and you can see it in the rooms. The facilities and common lobby are nice but time to renovate the rooms. Also location of this is less than ideal. Not close at all to anything, you will need to take taxi everywhere.","November 09, 2024",9,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Very spacious , very clean, big dining table 6 seaters, 

Will always recommend this to anyone. Will always come back to this hotel …. ❤️❤️❤️❤️","November 11, 2024",11,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,cheap price good enough,"November 09, 2024",9,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Great stay!,"November 11, 2024",11,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Hemos estado unos días ahora en julio, y el hotel merece la pena, al menos nuestra habitación. La pega que le pongo es que está un poco deteriorado, sobre todo el baño (gomas de mampara necesitan ser cambiadas, taza del váter amarillenta del uso), paredes un poco desconchadas y el ruidoso aire acondicionado. Pero en general hemos muy bien, la habitación muy amplia y colchones cómodos.","November 09, 2024",9,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Thanks for your great service,"November 11, 2024",11,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Staff not so friendly, far from anywhere and no food stall around, but room is superb.","November 08, 2024",8,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Nice big superb room, location bit far from anywhere. No streetfood around.","November 11, 2024",11,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Great Services. Worth the money!!!,"November 07, 2024",7,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,My stay was awesome. I got 3 room total. It was spacious. Love the city view and breakfast.,"November 08, 2024",8,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,The price is the best so far to find a hotel to get city view. The breakfast was good too.,"November 06, 2024",6,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Breakfast, hotel and price is arguably the best for your money.  Recommend staying here","November 07, 2024",7,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Lobby looked grand and impressive then a let down on the room.
Room seemed to be a renovated old apartment, including the tv came in a mini first model version of a flatscreen modified to able playing youtube.
Room size was large but cleanliness was def a concern, pubes found at the toilet.
Pool and gym were okay.
Utensils were not prepped in each room. 
Tops located in a walking distance from hotel.
However Sathon is a great location and this hotel offers a generous space for a family","November 06, 2024",6,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"The hotel is pretty old but clean.  The location is convenient, and the room is good considering the price. I would recommend it to people looking for a low-medium budget hotel.","November 07, 2024",7,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Good price and big suite
Staff were very kind and helpful
The breakfast was not the best but practical !","November 06, 2024",6,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Decent location not far from Chong Nonsi station. Rooms are spacious but some of the furnishings and fixtures are getting old and tired. The gym is good. The pool is nice though because it's in between buildings, there's little sunlight. There is a tennis court which can be booked as well. The rooftop bar is great and offers excellent happy hour deals (around THB 400 for 2 drinks). The dim sum restaurant offers great value and nice views. Overall, it's great value for tourists","November 06, 2024",6,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Hotel is clean and spacious.  Breakfast is plentiful but not at all American Style.  Gym and pool are nice.  Staff was always friendly and helpful when needed.  The location is a bit tucked away but walkable to the train, supermarket (Tops in the Empire Tower), convenience store, a nice restaurant (Sara Jane's).  Also nearby - literally right next door is a Shell Cafe with great coffee and smothies and more American type breakfast offerings and a laundry.  Would absolutely recommend and stay here again!","November 03, 2024",3,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"In the general was excellent as well as the hospitality was great. Only one thing, regarding to breakfast venue that quite busy during 7.30-9am. and difficult to find nice table including number of table seem like not enough.","November 04, 2024",4,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,It is just o.k hotel.staff are wonderful. Bathroom needs attention. Breakfast is fine,"November 03, 2024",3,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,They will welcome you as if you are a family who just came home,"November 04, 2024",4,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Everything is good including the services. However, would like to feedback the water temperature is unstable when showering. The water in toilet sink flowing too slow. Luckily our room have extra sink to use at kitchen area.","November 03, 2024",3,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"My aunt and uncle stayed here 5 years ago and had great things to say. As we got there, they thought it didn’t hold the same value as 5 years ago.  However, staff was friendly. In our separate hotel rooms both our ac were leaking from vent and drain wasn’t working too well.  I think it’s okay for the price we paid, but we did hold higher expectations.","November 05, 2024",5,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"Staff are very kind! Impeccable service! The duty manager even prepared a surprise for my aunt who is celebrating her birthday. No hotel is perfect but because of their hospitality, we had the perfect stay!","November 03, 2024",3,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,Big big room like a condo,"November 04, 2024",4,November,2024
Bangkok,JC KEVIN SATHORN BANGKOK HOTEL,5 stars out of 5,"From the photos the hotel looks modern and new. Check in was smooth and fast. Beautiful lobby and new looking. But the rest of the hotel is dated and old. The lift is ok. But on exiting onto the 24th floor, I immediately smell the stench of the carpet. 

These are 4 shortcomings :
- bedroom interior is old and dated
- glass with water left on table was never cleaned by housekeeping for 2 days
- housekeeping missed replacing fresh towel
- used bath robe left hanging without folding 
- tried to call the operator a few times with no answer 

I do enjoyed using the fully equipped gym though.

JC Kevin, you could better.","November 03, 2024",3,November,2024
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Nice staff and cleanliness of the hotel,"April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Staff was great friendly and helpful, room was big and spacious. Would recommend","May 02, 2025",2,May,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"**⭐⭐⭐⭐⭐ Exceptional Stay – Perfect Blend of Comfort & Luxury!**  

My stay at **Grand Mercure Bangkok** was absolutely outstanding in every way! From the moment I arrived, the **warm and attentive staff** made me feel welcome, going above and beyond to ensure a seamless experience. Their professionalism and genuine hospitality truly stood out.  

The **location** is fantastic—close to the city’s vibrant attractions, shopping, and dining, yet situated in a peaceful area for relaxation. The **rooms** were spacious, modern, and impeccably clean, with stunning views of the Bangkok skyline.  

What really impressed me was the **atmosphere**—the hotel strikes the perfect balance between luxury and comfort. The dining options** offered delicious, high-quality food with great variety.  

Special thanks to the **concierge team** for their excellent recommendations and the **housekeeping staff** for maintaining such high standards. Every detail was thoughtfully taken care of, making my stay unforgettable.  

I highly recommend **Grand Mercure Bangkok** to anyone visiting the city—whether for business or leisure. **10/10 experience**—I can’t wait to return!  

---","April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Hh,"May 02, 2025",2,May,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Highly recommended. 4-star quality at a low price,"April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,The room cleaning staff has done a great job to keep the room clean.,"April 26, 2025",26,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Staff very helpful and welcome, the room was clean. Good location.Only one thing that was need to be upgrade was the hotel wear quite old the lift was slow and the botton wasn't work sometime and not match for the high price.","April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"We went to siam songkran festival and this hotel is 7mins walk away from the location. 711 is nearby and they have 24hrs room service, which is the best. Rooms are decently spacious and the room services are fast. Very near to the RCA area and easy to travel to most of the places in bangkok.","April 26, 2025",26,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Hotel very dated and next to a busy highway.  Staff were nice and room was large but very noisy with loud AC and other guests slamming doors.,"May 02, 2025",2,May,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,All in one hotel location,"April 23, 2025",23,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"The was excellent and staff are brilliant. Nice spaces Room. TravelDesk staff are amazing. One lady the i don,t remember her name but she has good knowledge about his work.","April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Go for it if u get a cheap deal. Its pretty basic though rooms look a bit dated. Given they take 2000 bhat as security and most furniture, doors, etc feels like they could come off anytime .. it does feel very satisfactory.","April 23, 2025",23,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Room service was fast.  Stayed at high floor and the view was great!  The only con is lift was a bit old and shaky though.,"April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Very far from malls and metro,"April 23, 2025",23,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Liked the hospitality and location. 
Breakfast was nice with lot of varieties.","April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Staff was warm and welcoming. Hotel is rather old but is clean and spacious. Has a great gym.,"April 23, 2025",23,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Amazing room to stay. Excellent ambience and a great place to stay and enjoy Bangkok.,"April 28, 2025",28,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"we stayed for 5 nights and loved it here. staff was so friendly and nice from the counter, housekeeper and butlers. they are so accommodating and always helped us with a smile.  room is always clean with very nice view. wish the shower area can be a little bit bigger but overall very happy.","April 23, 2025",23,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Comfy beds, friendly staff and spacious rooms. Breakfast buffet was halal and had a good selection of food. Would recommend.","April 27, 2025",27,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,My stay in the hotel was very much comfortable and I would highly recommend this property,"April 23, 2025",23,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Stayed 4 nights at this hotel that has a good room size for 2 pax. Location wise is not strategically located near shopping district but as our purpose was to attend Songkran Party, the location of the hotel makes it an excellent choice for us.","April 27, 2025",27,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,I asked the room king size bed they give me twin room worst I was always staying this hotel last 8 years but after this horrible experience I will never ask anyone to stay,"April 22, 2025",22,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Hôtel was not exceptional as I read ... I think it is needs to be renovated and refurbished... value for money is exaggerated...,"April 27, 2025",27,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Definitely the best in Bangkok. You won't a more better place than this as your Five Stars in comparison.
Faultless and spotless.","April 20, 2025",20,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,It’s a great hotel . Location is super and easily accessible. There is a 7 and 11 grocery store near by easy to buy stuffs and snacks. Room delivery is amazing . Staffs are very friendly and supportive . Over all it’s a very nice experience we will  definitely rebook.,"April 27, 2025",27,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,It’s a great hotel . Location is super and easily accessible. There is a 7 and 11 grocery store near by easy to buy stuffs and snacks. Room delivery is amazing . Staffs are very friendly and supportive . Over all it’s a very nice experience we will  definitely rebook.,"April 20, 2025",20,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,It’s a great hotel . Location is super and easily accessible. There is a 7 and 11 grocery store near by easy to buy stuffs and snacks. Room delivery is amazing . Staffs are very friendly and supportive . Over all it’s a very nice experience we will  definitely rebook.,"April 21, 2025",21,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,It’s a great hotel . Location is super and easily accessible. There is a 7 and 11 grocery store near by easy to buy stuffs and snacks. Room delivery is amazing . Staffs are very friendly and supportive . Over all it’s a very nice experience we will  definitely rebook.,"April 20, 2025",20,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"We had arrived very late as our flight was delayed. Thankfully, the staff were very welcoming and efficient in checking us into our room. Our room was nice and clean. We enjoyed our stay overall.","April 21, 2025",21,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"I highly recommend this hotel! I’ve traveled from different countries, but the hospitality here truly stood out. All the staff—from the bellboys to the concierge and the receptionists—were exceptionally kind and welcoming. Their genuine warmth and attentiveness made me feel right at home. It’s rare to experience this level of service. I’d definitely love to come back!","April 20, 2025",20,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Good cosy stay however noise leaks from other rooms depending which room you're in,"April 21, 2025",21,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Although we loved the stay and the rooms were amazingly maintained, I didnt like the staff behaviour.
Firstly there was no one to help with our luggage when we arrived at hotel we had to carry our large suitcases from getting down cab to checking in to room. Even during checking in, the staff was not welcoming or warm enough neither did they offer to help with luggage. 
Can't expect this kind of behaviour from a 5 star hotel","April 15, 2025",15,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Cool location. A bit out of the way and the mosquitoes were a bit rough.,"April 19, 2025",19,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Great place to stay. Center for everything.,"April 15, 2025",15,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Great value. Friendly staff. Very satisfying stay.,"April 15, 2025",15,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"The property offers spacious rooms that provide a comfortable stay. The staff were very friendly and attentive, working effectively at both checkin and checkout. The facilities are decent, but the location is not the greatest so don’t expect any view from room or well using the pool. It’s a solid choice if room size and cleanliness are a priority.","April 19, 2025",19,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Reception staff is good but not up to the guest requirement just because we are from India the service is not at all good,"April 15, 2025",15,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"I think is a convenient hotel for budget travelers however the Agoda score of 5 stars is not even close.. the hotel is quite old facilities are ok location not as close as you think of many attractions etc.

Was an ok stay but not the best, also the restaurant food was very bad.","April 19, 2025",19,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Pretty nice but room needs refresh. Rooms looks very used,"April 14, 2025",14,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Amazing staff 
Great and fresh breakfast .
Clean and nice pool
100% recommend 
Beautiful and modern hotel","April 18, 2025",18,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Hotel was in the center of the city. Gym and pool were nice. Plenty of options at the buffet breakfast, however the buffet lacks variety on meat, chicken or beef. Also didn’t know the hotel should hold some credit card amount for checkout.","April 10, 2025",10,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Hotel needs upgrading from lift and ind interiors of the room. Staff was courteous and checking in was quick and easy.  breakfast buffet was ok .,"April 09, 2025",9,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"I recently stayed at Grand Mercure Atrium, Bangkok, and my experience was nothing short of exceptional. From the moment I arrived, the front office staff was incredibly helpful, ensuring a smooth and hassle-free check-in.

The hotel itself was fantastic—clean, comfortable, and well-maintained. My room was spacious and equipped with all the amenities I needed for a truly relaxing stay.

I highly recommend this hotel to anyone looking for a great place to stay with top-notch service. A special thank you to Koman for her warmth and courtesy. 

Would definitely return!","April 18, 2025",18,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Amazing rooms and clean. But the location is quite far and there is nothing nice to do /chill. Have to grab everywhere,"April 09, 2025",9,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Great place this or suited us any away.  I’ve not had the Agoda awards refunded yet this hotel hasn’t confirmed our  stay I’m not sure why that is.,"April 12, 2025",12,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Absolutely garbage stay, rooms were not clean, asked for towels came late, service being rigid and not accommodating, tried spoiling the special day, what a disgrace that its called 5 star, infact a 2 star hotel would be better than this over priced big chain masked 1 star hotel.","April 08, 2025",8,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Toilet shower curtain not working, sharp edges dangerous for kids n elderly.
Counter n front staff commndable","April 12, 2025",12,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Spacious rooms and top notch service,"April 08, 2025",8,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Excellent service,"April 12, 2025",12,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"As muh as I like my South Asian friends but, I felt like this hotel has far too much South Asian food and not much on the International variety of food. Please kindly review your menu.","April 08, 2025",8,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"I don’t know how this place has a 5 star rating. Staff at check in, excellent in terms of service and hospitality. However the place hasn’t been maintained. 
Bed was uncomfortable, air conditioning was poor and you can not set the temperature.  
The smell of the room was mildly unpleasant 
I checked in for a 2 night stay and checked out within the first hour. 
If I am willing to leave immediately knowing that the booking is non refundable then it says a lot. 
I was coming from the mercure sukhimvit 11 which is rated 4 stars and was excellent. This place has a five star rating.  
Someone must have been smoking crack to think this property is anything but garbage.
This is the worst agoda booking I have ever had.","April 12, 2025",12,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Unfortunately, my experience was far below expectations due to several issues, which were not resolved in a timely manner.

I was initially assigned a room that had an unpleasant odor, likely due to improper cleaning and airing out from previous guests, blocked bath and vanity tub. I was moved to two additional rooms, but each one also had an odor. The staff, although helpful, seemed uncertain about how to resolve the issue effectively. It took hours for a porter to arrive to assist with the room change, and on the third occasion, I was given the keys to the new room by a receptionist and ended up moving my luggage myself. I do not understand why the keys were not provided to me initially, which would have saved time and hassle.

The third room I was moved to had a similar issue, and the manager on duty came to clean and deodorize the room late in the evening. I was informed that the room was located opposite a storage area for garbage, which had not been properly cleaned by the staff.

Additionally, my requests made through Agoda and directly with the hotel to accommodate my room preferences were never honored, even after I paid for upgrades.

Given the lack of management oversight and the inconvenience caused, I feel that my experience was not representative of the standard I expected. I do not plan to stay at this hotel again, and I hope my feedback will be taken into consideration to improve future guest experiences.","April 08, 2025",8,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"It’s old, the staff is not well trained, but it’s cheap and good. Upgrade to a corner suite , it’s worth the additional money when compared to the dull and boring standard rooms.","April 12, 2025",12,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,The hotel is a bit dated but is still nice to stay in. It's bit far from anywhere of interest.,"April 08, 2025",8,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,If you are coming for shopping the location will be a big issue otherwise a very nice hotel with all facilities.,"April 08, 2025",8,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Everything was good. Front desk staff were very helpful.
Big rooms were well maintained. Breakfast was really good 
Convenient location with Walkable distance to metro station.
Highly recommended!!","April 07, 2025",7,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,Really pleasantly surprised at the quality of the hotel. It feels higher end than I expected and the staff is great! Location is good too and it's easy to find a taxi for getting around.,"April 08, 2025",8,April,2025
Bangkok,Grand Mercure Bangkok Atrium,5 stars out of 5,"Good spacious rooms
Clean
Privacy
Location
Very good restaurant / bar 
Benihama in site","April 07, 2025",7,April,2025
