Hotel Name,Rating,Review,sentence,sentiment_score_1,sentiment_score_2,sentiment_score_3,sentiment_score_4,sentiment_score_5,weighted_sentiment,classification_label
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"I had a very pleasant experience at this hotel. It's conveniently connected to a mall, which made shopping and dining super easy. Parking was hassle-free with validation available on the day of stay. The staff were friendly and accommodating—they quickly helped me switch from a twin room to one with a king bed, which I really appreciated. Overall, a smooth and comfortable stay!",Parking was hassle-free with validation available on the day of stay,0.0608,0.0844,0.242,0.3922,0.2205,3.6274,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"recommended room is so nice,tanamera shower gel is nice(reason why i came back),
the breakfast is awesome","recommended room is so nice,tanamera shower gel is nice(reason why i came back),
the breakfast is awesome",0.0063,0.0114,0.0717,0.4101,0.5005,4.3871,2e_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Room is big but old - not renovated.
Noisy in middle of night due to some air con or construction work.
Breakfast is lousy.
Shower gel bottle emptied for entire week.",Shower gel bottle emptied for entire week,0.1332,0.134,0.1861,0.2664,0.2803,3.4266,2e_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,Swimming pool is small and gym is quite old.,Swimming pool is small and gym is quite old,0.0691,0.2835,0.4877,0.1362,0.0236,2.7618,6d_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Conditions are getting worse.
Noisy at night due to air con.
Breakfast is lousy.
Shower gel bottle emptied - asked to top up and never done for my entire week. Lucky I have own.
Toilet paper finished and no spare. 
I walked pass a room and saw a cleaner (man) using his face on a pillow! What is he trying to do??",Shower gel bottle emptied - asked to top up and never done for my entire week,0.5015,0.3254,0.1182,0.0301,0.0248,1.7513,2e_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Conditions are getting worse.
Noisy at night due to air con.
Breakfast is lousy.
Shower gel bottle emptied - asked to top up and never done for my entire week. Lucky I have own.
Toilet paper finished and no spare. 
I walked pass a room and saw a cleaner (man) using his face on a pillow! What is he trying to do??",I walked pass a room and saw a cleaner (man) using his face on a pillow,0.2943,0.2115,0.1743,0.1654,0.1545,2.6743,4e
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Excellent staff, room and location. All the facilities is excellent. Only in the gym is good. Tqvm",Only in the gym is good,0.1051,0.2105,0.3997,0.2194,0.0653,2.9291,6d_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"The parking is at Level 6. 
The food is just so so. Not worth of money. RM130 for 2 pax of breakfast. The window is not kedap bunyi. I was staying at Level 12. Very near the pool. So noisy. Cannot stay in calm. I rate 3/5 for the staycation. And 3/5 also for the food. The staff is helpful. Thanks",The parking is at Level 6,0.1464,0.1533,0.2545,0.242,0.2038,3.2033,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"nice hotel keep repeat just for rest, but please dont put same level with foreign tourist , got disturb at night because they so noisy and play knock other guest door which is my room. thank you miss Rajati from reception help to change room immediately.  I pay hotel for rest value my money not for disturb by other foreign tourist like bimboo.  hope who receptionist will alert to arrange guest room. other than that all good, breakfast was so good!","nice hotel keep repeat just for rest, but please dont put same level with foreign tourist , got disturb at night because they so noisy and play knock other guest door which is my room",0.0437,0.133,0.4484,0.3263,0.0486,3.203,4a
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"The location is fantastic,the staff is so friendly. Overall a great choice for anyone looking for comfort and convenience.",Overall a great choice for anyone looking for comfort and convenience,0.0025,0.0042,0.0678,0.5391,0.3864,4.3027,3d_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Parking super easy, have access to both mall and hotel from parking.
Free Parking.
Waiting time for lift also quick.
Really Great breakfast.
Room is very big.
Toilet is clean and water is high pressure
TV super big with youtube channel
TV channel has many choices and in HD.
Pool is big with free towels.
Top notch from 5 star hotels.
Recommended to all","Parking super easy, have access to both mall and hotel from parking",0.0037,0.0049,0.0277,0.2852,0.6784,4.6296,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Parking super easy, have access to both mall and hotel from parking.
Free Parking.
Waiting time for lift also quick.
Really Great breakfast.
Room is very big.
Toilet is clean and water is high pressure
TV super big with youtube channel
TV channel has many choices and in HD.
Pool is big with free towels.
Top notch from 5 star hotels.
Recommended to all",Free Parking,0.0483,0.0461,0.1567,0.3755,0.3734,3.9797,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Exceptionally located within accessible facilities such as shopping areas, parking as well as  LRT station. The staff were friendly and quick to respond to any issues raised during my stay.","Exceptionally located within accessible facilities such as shopping areas, parking as well as  LRT station",0.0021,0.0021,0.0093,0.1327,0.8537,4.8338,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Very friendly staff, central location & easy excess to all areas conveniently. Thanks","Very friendly staff, central location & easy excess to all areas conveniently",0.0019,0.0032,0.0338,0.4501,0.511,4.4652,3d_2
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"A very comfortable, spacious, and clean room, but the bathroom under the sink is clogged. The hotel is very close to the LRT, making it easy to get around. The parking area is also large and convenient.",The parking area is also large and convenient,0.0048,0.0126,0.0947,0.4554,0.4324,4.298,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"We book and  stayed at Premier Suite for 2D1night...The impression was good and the ultimate part is when we can do shopping at anytime,due to this hotel is connected with Sunway Putra Mall...Just a few steps only...
Overall service is Good...",Just a few steps only,0.1821,0.358,0.3303,0.0971,0.0325,2.4398,2a_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Had a wonderful short stay with senior citizen parents and children. Customer service was excellent with staff always polite and helpful. We were also given upgraded rooms when checking in , and were so pleasantly surprised and grateful, as it made the stay even more comfortable for my 80 plus yr old parents n children. Hotel also had direct access into the malls, which made it convenient for meals and shopping. Love it. tqsm",Had a wonderful short stay with senior citizen parents and children,0.0157,0.0165,0.0703,0.316,0.5817,4.4316,7a
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Experience refined comfort and contemporary luxury at Sunway Putra Hotel, ideally situated beside the iconic Sunway Putra Mall in the heart of Kuala Lumpur. This upscale urban retreat places you steps away from premier shopping, exquisite dining, and vibrant city life.

Each room is elegantly designed, featuring plush bedding, sophisticated lighting, and thoughtful amenities to ensure a stay marked by comfort and style. Whether you’re here for business or leisure, you’ll appreciate the seamless blend of convenience and indulgence.

With direct access to the mall, a variety of restaurants, cafés, and family-friendly attractions, Sunway Putra Hotel caters to all—from corporate guests to solo explorers and families alike. It's also a perfect place to simply relax, unwind, and enjoy moments of serenity amid the city's energy.","This upscale urban retreat places you steps away from premier shopping, exquisite dining, and vibrant city life",0.0031,0.004,0.0238,0.2487,0.7204,4.6794,2a_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Experience refined comfort and contemporary luxury at Sunway Putra Hotel, ideally situated beside the iconic Sunway Putra Mall in the heart of Kuala Lumpur. This upscale urban retreat places you steps away from premier shopping, exquisite dining, and vibrant city life.

Each room is elegantly designed, featuring plush bedding, sophisticated lighting, and thoughtful amenities to ensure a stay marked by comfort and style. Whether you’re here for business or leisure, you’ll appreciate the seamless blend of convenience and indulgence.

With direct access to the mall, a variety of restaurants, cafés, and family-friendly attractions, Sunway Putra Hotel caters to all—from corporate guests to solo explorers and families alike. It's also a perfect place to simply relax, unwind, and enjoy moments of serenity amid the city's energy.","Whether you’re here for business or leisure, you’ll appreciate the seamless blend of convenience and indulgence",0.0171,0.0541,0.3009,0.4269,0.2011,3.7407,3d_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"I recently stayed at Hotel Sunway Putra for 2 days and it was an amazing experience. Parking was adequate and it was free for hotel guests. The check in process was smooth. The hotel personnel are generally friendly and helpful. 

The room was clean, spacious and a comfortable bed with excellent amenities was provided.

The hotel is connected to Sunway Putra Mall, making it incredibly convenient for shopping and dining. There is a LRT station right beside the hotel, making it easier for guests to get around the city.

Overall, i highly recommend Hotel Sunway Putra for its spacious rooms, prime location and excellent hospitality. I would definitely stay here again!",Parking was adequate and it was free for hotel guests,0.0082,0.0234,0.2261,0.4829,0.2594,3.962,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"easy access to mall, public transport and pwtc.. hotel parking free! friendly staffs everything okay 👍🏻",hotel parking free,0.0434,0.0512,0.2069,0.3833,0.3152,3.8757,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"If you don't mind with the hotel room with older renovation, overall this is a value hotel to be stayed.","If you don't mind with the hotel room with older renovation, overall this is a value hotel to be stayed",0.0086,0.0211,0.1614,0.5077,0.3013,4.072,7a
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Stay sini untuk convocation kat PWTC. Overall memang puas hati start dari masuk parking , check in process, breakfast n room facility. Recommended to stay.","Overall memang puas hati start dari masuk parking , check in process, breakfast n room facility",0.1152,0.2551,0.3799,0.1922,0.0575,2.8216,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,Great shower pressure! Love the bed and pillows and the aircon worked very well. Night duty manager attended to complaint with professionalism and cheerful attitude.,Great shower pressure,0.0059,0.0068,0.0334,0.2587,0.6952,4.6308,2e_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,I spent 2 nights at the hotel and everything has been above my expectation.  Very clean and conviniently attached to a Sunway Putra Mall. Ample parking and safe. Worth the money and will visit again.,Ample parking and safe,0.004,0.0056,0.0362,0.3114,0.6428,4.5834,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,Convenient & near to public transport. Free parking.,Free parking,0.0483,0.0461,0.1567,0.3755,0.3734,3.9797,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"LOCATION: A hotel in a mall (Sunway Putra Mall, with a few cafes open as early as 8:30 & 9am ) & LRT station (PWTC station) next to it.
ROOM: Clean, big & really comfortable. Reception was kind enough to give free upgrade to a bigger room.
PARKING: Available in the upper floors, and free when you register your car plate number.
STAFFS: Friendly, kind & very helpful when my room door knob was found faulty.
FACILITIES: Great, but I wish there were some chairs besides the telephone desks in front of elevators.
OVERALL: Sure one of the best place to stay when visiting KL. When Matta fair 2025 provide free shuttle bus from this place to Mitac, what else can you ask for..... Hope KL Book Fair next month at the nearby PWTC will do the same.","FACILITIES: Great, but I wish there were some chairs besides the telephone desks in front of elevators",0.0063,0.0342,0.3473,0.5507,0.0615,3.6268,2g_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"LOCATION: A hotel in a mall (Sunway Putra Mall, with a few cafes open as early as 8:30 & 9am ) & LRT station (PWTC station) next to it.
ROOM: Clean, big & really comfortable. Reception was kind enough to give free upgrade to a bigger room.
PARKING: Available in the upper floors, and free when you register your car plate number.
STAFFS: Friendly, kind & very helpful when my room door knob was found faulty.
FACILITIES: Great, but I wish there were some chairs besides the telephone desks in front of elevators.
OVERALL: Sure one of the best place to stay when visiting KL. When Matta fair 2025 provide free shuttle bus from this place to Mitac, what else can you ask for..... Hope KL Book Fair next month at the nearby PWTC will do the same.","When Matta fair 2025 provide free shuttle bus from this place to Mitac, what else can you ask for",0.0717,0.064,0.1642,0.2828,0.4172,3.9098,3c
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,I’m happy. The parking facility available for guest,The parking facility available for guest,0.0152,0.0272,0.1781,0.4615,0.318,4.0401,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"With the newly refurbished ambience, the standard has become extraordinarily better than expected. Everything is very convenient, especially for tourists who prefer having everything under one roof—good food, shopping, entertainment, relaxation, pool, and gym. Choose the deluxe type for a more spacious room!","Everything is very convenient, especially for tourists who prefer having everything under one roof—good food, shopping, entertainment, relaxation, pool, and gym",0.0025,0.0066,0.0768,0.5306,0.3835,4.2858,6d_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"I stayed at Sunway Putra Hotel from 4-6 Apr 2025. The hotel is strategically connected with the PWTC LRT station which brings you easily to Bukit Jalil for concerts or to the Bukit Bintang area easily.  It’s also linked to the Sunway Putra Mall.

The facilities were great, liked the rain shower too. However, the shower hole cannot drained the water well and get flooded easily. 

Buffet was on point given the varieties it provided. In room dining is acceptable as well.

Worth a second visit I feel.","The facilities were great, liked the rain shower too",0.0047,0.0103,0.0789,0.4038,0.5022,4.3886,2e_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"I stayed at Sunway Putra Hotel from 4-6 Apr 2025. The hotel is strategically connected with the PWTC LRT station which brings you easily to Bukit Jalil for concerts or to the Bukit Bintang area easily.  It’s also linked to the Sunway Putra Mall.

The facilities were great, liked the rain shower too. However, the shower hole cannot drained the water well and get flooded easily. 

Buffet was on point given the varieties it provided. In room dining is acceptable as well.

Worth a second visit I feel.","However, the shower hole cannot drained the water well and get flooded easily",0.0657,0.3702,0.479,0.0779,0.0071,2.5905,2e_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"My sister and I went here for a short escape. It is accessible via LRT and if you are driving they also provide free parking. Mall is only located at below floor and lots of good restaurants located here and ease us to go shopping. Location is near the KL town, we took a grab to Bukit Bintang and only cost us less than rm15 per trip. Breakfast has a good spread and cost rm75 for additional pax. I love their overnight oats and bread. 🥖 I am lucky my room has a KLCC and KL tower view. The room is clean and quite big.",It is accessible via LRT and if you are driving they also provide free parking,0.0075,0.0105,0.0893,0.4129,0.4798,4.3469,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"No vegetarian food option at all and they are not ready provide more option with the internal chef as well. There was no hot water one day, power outage one day and they are saying no hot water due to some problem, that's it no solution. The staff does not have info about their own hotel Pool timings, mall and LRT entrance timings etc.",No vegetarian food option at all and they are not ready provide more option with the internal chef as well,0.4745,0.3671,0.1399,0.0146,0.004,1.7065,5a_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"No words can describe how great this hotel is. Everything is perfect. Even the dinner buffet is a chef's kiss.

The bestest thing about this hotel is that parking is free and it's attached to Sunway Putra mall, which is a cool mall that isn't that crowded.

I highly recommend people to stay at this hotel. 

10/10!","The bestest thing about this hotel is that parking is free and it's attached to Sunway Putra mall, which is a cool mall that isn't that crowded",0.014,0.0225,0.0737,0.3473,0.5426,4.382,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Parking was adequate, you could always drive to the higher floors and there should be available lots there. Driving to the parking area is via a long spiral ramp which needs patience and focus but it is not exactly something to complain about. The parking system is great where the hotel personnel will update their records for a free and easy parking experience.

Hotel personnel are generally friendly and nice, service is good from front desk as well as housekeeping. Even though security guards look strict and a little unwelcoming (stood and stared at customers at the breakfast area) but it's not a big issue, they are probably just doing their jobs.

The hotel is connected to a mall which makes it very convenient for activities and some entertainment.

The swimming pool is nice, clean and fairly big. The gym was also good with a fair amount of equipment for various types of exercises. Towels and drinking water (dispenser) are provided. Accessing these facilities is also quite seamless. We were provided with two access cards (on top of a card already in the room for power) which makes it extremely convenient for both myself and my wife.

The room, toilet and bathroom are a tad old but still decently clean. The bathtub is less ideal, a little dirty and damaged, probably from wear and tear. But, still, not a big negative, still happy with it overall.

All in all, it was a pleasant stay and will definitely revisit if going to town.","Parking was adequate, you could always drive to the higher floors and there should be available lots there",0.0119,0.0586,0.3837,0.4185,0.1273,3.5906,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Parking was adequate, you could always drive to the higher floors and there should be available lots there. Driving to the parking area is via a long spiral ramp which needs patience and focus but it is not exactly something to complain about. The parking system is great where the hotel personnel will update their records for a free and easy parking experience.

Hotel personnel are generally friendly and nice, service is good from front desk as well as housekeeping. Even though security guards look strict and a little unwelcoming (stood and stared at customers at the breakfast area) but it's not a big issue, they are probably just doing their jobs.

The hotel is connected to a mall which makes it very convenient for activities and some entertainment.

The swimming pool is nice, clean and fairly big. The gym was also good with a fair amount of equipment for various types of exercises. Towels and drinking water (dispenser) are provided. Accessing these facilities is also quite seamless. We were provided with two access cards (on top of a card already in the room for power) which makes it extremely convenient for both myself and my wife.

The room, toilet and bathroom are a tad old but still decently clean. The bathtub is less ideal, a little dirty and damaged, probably from wear and tear. But, still, not a big negative, still happy with it overall.

All in all, it was a pleasant stay and will definitely revisit if going to town.",Driving to the parking area is via a long spiral ramp which needs patience and focus but it is not exactly something to complain about,0.0275,0.1506,0.5442,0.2509,0.0267,3.0987,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Parking was adequate, you could always drive to the higher floors and there should be available lots there. Driving to the parking area is via a long spiral ramp which needs patience and focus but it is not exactly something to complain about. The parking system is great where the hotel personnel will update their records for a free and easy parking experience.

Hotel personnel are generally friendly and nice, service is good from front desk as well as housekeeping. Even though security guards look strict and a little unwelcoming (stood and stared at customers at the breakfast area) but it's not a big issue, they are probably just doing their jobs.

The hotel is connected to a mall which makes it very convenient for activities and some entertainment.

The swimming pool is nice, clean and fairly big. The gym was also good with a fair amount of equipment for various types of exercises. Towels and drinking water (dispenser) are provided. Accessing these facilities is also quite seamless. We were provided with two access cards (on top of a card already in the room for power) which makes it extremely convenient for both myself and my wife.

The room, toilet and bathroom are a tad old but still decently clean. The bathtub is less ideal, a little dirty and damaged, probably from wear and tear. But, still, not a big negative, still happy with it overall.

All in all, it was a pleasant stay and will definitely revisit if going to town.",Driving to the parking area is via a long spiral ramp which needs patience and focus but it is not exactly something to complain about,0.0275,0.1506,0.5442,0.2509,0.0267,3.0987,2b_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Parking was adequate, you could always drive to the higher floors and there should be available lots there. Driving to the parking area is via a long spiral ramp which needs patience and focus but it is not exactly something to complain about. The parking system is great where the hotel personnel will update their records for a free and easy parking experience.

Hotel personnel are generally friendly and nice, service is good from front desk as well as housekeeping. Even though security guards look strict and a little unwelcoming (stood and stared at customers at the breakfast area) but it's not a big issue, they are probably just doing their jobs.

The hotel is connected to a mall which makes it very convenient for activities and some entertainment.

The swimming pool is nice, clean and fairly big. The gym was also good with a fair amount of equipment for various types of exercises. Towels and drinking water (dispenser) are provided. Accessing these facilities is also quite seamless. We were provided with two access cards (on top of a card already in the room for power) which makes it extremely convenient for both myself and my wife.

The room, toilet and bathroom are a tad old but still decently clean. The bathtub is less ideal, a little dirty and damaged, probably from wear and tear. But, still, not a big negative, still happy with it overall.

All in all, it was a pleasant stay and will definitely revisit if going to town.",The parking system is great where the hotel personnel will update their records for a free and easy parking experience,0.0032,0.0049,0.0417,0.3715,0.5788,4.5179,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Parking was adequate, you could always drive to the higher floors and there should be available lots there. Driving to the parking area is via a long spiral ramp which needs patience and focus but it is not exactly something to complain about. The parking system is great where the hotel personnel will update their records for a free and easy parking experience.

Hotel personnel are generally friendly and nice, service is good from front desk as well as housekeeping. Even though security guards look strict and a little unwelcoming (stood and stared at customers at the breakfast area) but it's not a big issue, they are probably just doing their jobs.

The hotel is connected to a mall which makes it very convenient for activities and some entertainment.

The swimming pool is nice, clean and fairly big. The gym was also good with a fair amount of equipment for various types of exercises. Towels and drinking water (dispenser) are provided. Accessing these facilities is also quite seamless. We were provided with two access cards (on top of a card already in the room for power) which makes it extremely convenient for both myself and my wife.

The room, toilet and bathroom are a tad old but still decently clean. The bathtub is less ideal, a little dirty and damaged, probably from wear and tear. But, still, not a big negative, still happy with it overall.

All in all, it was a pleasant stay and will definitely revisit if going to town.",The gym was also good with a fair amount of equipment for various types of exercises,0.004,0.0105,0.1552,0.5774,0.2528,4.0644,6d_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Sunway Putra Hotel combines prime location, elegant design, exceptional comfort, immaculate cleanliness, and outstanding service. Since 2015, I, Bashir Hassan Ahmed, have enjoyed its consistent excellence, with special recognition to Mr. Zaf for his warm hospitality. A perfect choice for luxury and convenience in Kuala Lumpur!",A perfect choice for luxury and convenience in Kuala Lumpur,0.0027,0.0028,0.0161,0.1917,0.7866,4.7566,3d_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Well this time again , there are few people because of whom we are always feel welcomed , they are very friendly and always ready to help  , I want to credit them for there hospitality .
As usual due to our flight timing is early morning,  me and wife reached at 9am from KLIA 1 . Ms. Shanti was there to accommodate us with early Check inn , She is my No. 1 person I always look for , always helpful and very courteous and smiling . 
Then there is Mr. Shahrul Shervin Manager Concierge , he is the most big hearted,  always smiling and any sort of  help you need , he can get it done for you . 
I always look forward to meeting them on my visits to Sunway Putra Hotel.  
Your Hotel have such Gems , which makes our stay memorable and comfortable.","Shahrul Shervin Manager Concierge , he is the most big hearted,  always smiling and any sort of  help you need , he can get it done for you",0.0073,0.0094,0.0436,0.2801,0.6595,4.5751,4i
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Pleasant stay in the hotel. It is the same building with big mall and we could enjoy foods in the restaurents and shopping without worrying travel time and taxi challenges to the shopping malls. Besides, it locates in the city center and we could visit twin tower, KL tower and Chinatown easily.  Strong recommended for the family with kids and big groups.",It is the same building with big mall and we could enjoy foods in the restaurents and shopping without worrying travel time and taxi challenges to the shopping malls,0.0142,0.0334,0.1389,0.434,0.3795,4.1312,3f
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"My stay at this hotel was very comfortable! The room was clean, the staff was friendly, and the sahur was delicious. The water pressure good for bathroom. Sunway mall in same building. Easy to find restaurant. Easy parking and free for hotel. Will come again! Hopefully always give discounts in agoda.",Easy parking and free for hotel,0.005,0.0073,0.0615,0.4021,0.5241,4.4331,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Our family had a fantastic stay at this hotel. The location was fantastic and there are lots of shopping options near by. Front office staffs both Ms. Rajathi, Ms. Shanti’s guest handling was commendable. The concierge services were very good too. The people at the concierge desk were very informative and helpful. Overall an excellent place to stay for vacations.",The concierge services were very good too,0.008,0.0192,0.1285,0.4777,0.3666,4.1757,4i
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Our family had a fantastic stay at this hotel. The location was fantastic and there are lots of shopping options near by. Front office staffs both Ms. Rajathi, Ms. Shanti’s guest handling was commendable. The concierge services were very good too. The people at the concierge desk were very informative and helpful. Overall an excellent place to stay for vacations.",The people at the concierge desk were very informative and helpful,0.0057,0.0103,0.0783,0.4634,0.4424,4.3266,4i
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"The staff leave a lot to be desired. My booking on Agoda said it included all taxes and fees, however the reception staff demand further tax upon check in. 
Also, I don't believe I got any sleep at all last night. I had 2 extremely noisy families in the adjacent rooms, and it was so noisy it was as if they were in the same room. Also had people shouting in the corridors too at all hours. 
One of the most frustrating aspects of my stay. I paid extra upon check in to have a late check out. I specifically requested that I wasn't disturbed as I have a 15 hour flight later.... 3 times today housekeeping have rung my bell or banged on my door. 3 times! How is that good enough? I'm so tired.","I had 2 extremely noisy families in the adjacent rooms, and it was so noisy it was as if they were in the same room",0.4084,0.4463,0.132,0.0105,0.0029,1.753,4a
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Semua terbaik, makanan semua sedap ( buffet puasa).. staff terbaik, free parking ..  bersambung dengan shopping mall ..dekat dgn lrt","staff terbaik, free parking",0.0036,0.0038,0.016,0.1362,0.8404,4.8059,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Very convinience place to stay.Connected to Sunway Mall.
Parking also easily available.
The breakfast is superb.",Parking also easily available,0.0149,0.0213,0.0924,0.3729,0.4986,4.3188,4j
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,"Rain shower head broken. Please consider to repair or change.
There was no face towel provided. I needed to use my own face towel which was quite disappointed.",Rain shower head broken,0.5195,0.3303,0.1279,0.0167,0.0056,1.6585,2e_1
Sunway Putra Hotel Kuala Lumpur,5 stars out of 5,convenience and near to many places in KL,convenience and near to many places in KL,0.0053,0.0124,0.1056,0.4632,0.4136,4.2674,3d_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Good and decent stay. 

The fitness center with the sauna & charging area attached need to be refurbished/ upgraded and to ensure those facilities in the fitness center are always functional or turn on. 
Has been informed the fitness operation hours till 11pm so try to have gym session after works ard 10 but was found the center was closed. Management should consider to put the fitness center opens 24 hours ( like most of the luxury hotels to cater all guests with different working out schedules) or to extend its operation times. 
May consider to provide hand or face towels in the room.",Has been informed the fitness operation hours till 11pm so try to have gym session after works ard 10 but was found the center was closed,0.2548,0.2847,0.3007,0.124,0.0357,2.4011,6d_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"The Hotel is a little bit old, but it's still considered well maintained. The only problem is one of the downlight in the shower room is not working. With the  price, it's value for money.",The only problem is one of the downlight in the shower room is not working,0.1096,0.2326,0.3835,0.248,0.0263,2.8488,2e_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,Good location. Fast check in.  Room is clean. Friendly staffs. Accessible to mall. The only problem is limited parking.,The only problem is limited parking,0.0473,0.0927,0.3057,0.4568,0.0974,3.4643,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"Everything is good, just the parking lot very limited","Everything is good, just the parking lot very limited",0.0469,0.1472,0.5065,0.2515,0.0479,3.1064,4j
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"I had a disappointing experience staying at Seri Pacific Hotel. The property is visibly run-down and poorly maintained. Although there are five lifts, only three were operational during my stay. Due to the outdated lift system, only one elevator can move either up or down at a time, causing long waits and large crowds, especially during peak hours.

Parking is also inconvenient. The hotel offers only a single level of parking, which is typically full. Guests are usually directed to park at the PWTC carpark, where ticket validation is provided at RM5 per entry.

Upon entering my room, I was shocked to find a large black lizard on the floor—an unpleasant and unhygienic welcome. The bathtub was leaking and could not be filled properly. Housekeeping services are also disappointing: requesting a fresh towel incurs a RM20 charge, and the room comes with only two 500ml bottles of water. Additional water is charged at RM5 per bottle, with no water dispenser available, so I recommend purchasing bottled water from the nearby Sunway Putra Mall for better value. The phone is not working. You need to scan the QR code to reach out the customer service operator. The house keeping took 1.5 hours to deliver the fresh towels and water, despite numerous reminders. 

The breakfast buffet is average at best—filling, but none of the dishes stood out in taste or quality.

Overall, this hotel is not ideal for a staycation or business trip. There are no scenic views, the swimming pool is not well maintained, the rooms are not clean, and the elevator system is severely flawed. Additionally, the surroundinge area feels unsafe, with a visible presence of vagrants and loiterers. Sadly, there’s nothing memorable or special about this hotel.","Due to the outdated lift system, only one elevator can move either up or down at a time, causing long waits and large crowds, especially during peak hours",0.1244,0.2882,0.3076,0.1904,0.0893,2.8321,2g_1
Seri Pacific Hotel Kuala Lumpur,5 stars out of 5,"I had a disappointing experience staying at Seri Pacific Hotel. The property is visibly run-down and poorly maintained. Although there are five lifts, only three were operational during my stay. Due to the outdated lift system, only one elevator can move either up or down at a time, causing long waits and large crowds, especially during peak hours.

Parking is also inconvenient. The hotel offers only a single level of parking, which is typically full. Guests are usually directed to park at the PWTC carpark, where ticket validation is provided at RM5 per entry.

Upon entering my room, I was shocked to find a large black lizard on the floor—an unpleasant and unhygienic welcome. The bathtub was leaking and could not be filled properly. Housekeeping services are also disappointing: requesting a fresh towel incurs a RM20 charge, and the room comes with only two 500ml bottles of water. Additional water is charged at RM5 per bottle, with no water dispenser available, so I recommend purchasing bottled water from the nearby Sunway Putra Mall for better value. The phone is not working. You need to scan the QR code to reach out the customer service operator. The house keeping took 1.5 hours to deliver the fresh towels and water, despite numerous reminders. 

The breakfast buffet is average at best—filling, but none of the dishes stood out in taste or quality.

Overall, this hotel is not ideal for a staycation or business trip. There are no scenic views, the swimming pool is not well maintained, the rooms are not clean, and the elevator system is severely flawed. Additionally, the surroundinge area feels unsafe, with a visible presence of vagrants and loiterers. Sadly, there’s nothing memorable or special about this hotel.",Parking is also inconvenient,0.2558,0.3783,0.3082,0.0475,0.0103,2.1782,4j
