city,hotel,rating,review
Mumbai,Trident Nariman Point,5 stars out of 5,It great location to stay and safety and security
Mumbai,Trident Nariman Point,5 stars out of 5,"Despite the hiccups during check-in and check-out, the staff remained pleasant and helpful. The room was clean and most definitely a welcome respite after a day out in Mumbai!"
Mumbai,Trident Nariman Point,5 stars out of 5,Warmly welcomed by staff. Mr Rocky Saldhana at Concierge received us and did everything possible to ensure we  had the most comfortable stay. Thank you Mr Rocky for your excellent reception. Thanks to the staff for their warmth and human touch.t was my birthday on 11.11.....and my bed was beautifully decorated and also offered a cake. It was an extraordinary day and a fabulous stay. It was worth every moment... Money can pay for lots of luxuries but  here its the warmth and sincereity of the Trudent/Oberoi staff that touches my heart always. ..i cannot buy that anywhere. Thank you. ... highly recommend this hotel. 10/10.  Superb
Mumbai,Trident Nariman Point,5 stars out of 5,"Stayed here for a friend's wedding. Was really good in terms of location, staff service and handling, breakfast and also the room with its view. Maybe the check in could be improved to be a tad bit faster and the crowd management for breakfast could have been better."
Mumbai,Trident Nariman Point,5 stars out of 5,"We loved our stay here at Trident, amazing view, great staff and hospitality.  Thank you for upgrading our room without even requesting it, that was so kind of management.  Wonderful breakfast too.  

I would like a microwave in the room though, that would be nice.  I would like to reheat my food, even if it is from downstairs.   Thank you."
Mumbai,Trident Nariman Point,5 stars out of 5,"Located right on the best part of marine drive. From a high floor you look straight into the water, not road or sidewalk. Staff are super friendly. Buffet breakfast is good with a lot of made to order choices as well. The pan Asian restaurant was excellent. They drop you in a mini Cooper to nearby places such as Colaba or Fort. Or you can Uber it for two dollars"
Mumbai,Trident Nariman Point,5 stars out of 5,"Nikita was the most pleasant and welcoming person I have ever met at a hotel
She works on the lounge at the 28 th floor
She made you feel attended to and right at home
She was a joy"
Mumbai,Trident Nariman Point,5 stars out of 5,Loved everything about the Trident Nariman point Hotel
Mumbai,Trident Nariman Point,5 stars out of 5,"Prior to my visit, I received an e-maill asking if they could transfer me to the Oberoi next door."
Mumbai,Trident Nariman Point,5 stars out of 5,I'm very Loyal To Trident Nariman Point Mumbai Hotel
Mumbai,Trident Nariman Point,5 stars out of 5,The  welcoming staff miss Nishu was very helpful and cooperative as I was allowed a very early check in.. there is  nothing more to ask for.
Mumbai,Trident Nariman Point,5 stars out of 5,"I had a room on the 18th floor with a great view to the sea. But overall the furniture / equippment was a kind of used. Bathroom with big window to look outside to the room and to the sea. Great. Very tiny bathtub. Could not sit and stretch my legs. Shower only from above.  The 4 elevators seem to have their own logic. Most of the time I ended up in a fully crowded cabin going to a floor I did not want to go. Amazing view from the roof! Nice pool area.
Very friendly staff. Thanks to them.
I had a late Checkout at 3pm cause my flight was in the evening."
Mumbai,Trident Nariman Point,5 stars out of 5,"Pros...Safe, clean, excellent breakfast buffet,  great service"
Mumbai,Trident Nariman Point,5 stars out of 5,location and lobby are very nice but standard rooms are old.
Mumbai,Trident Nariman Point,5 stars out of 5,Amazing staff enjoyed honeymoon night there was one guy his name is fagun he is so coperative...amazing man helped alot through checkin and through checkout too.... Coudnt expect the service from him which he was gave.... He was concierge supervisor...i think he need to get promotion soon ...to higher level...very knowledgeable guy ....and helping nature....
Mumbai,Trident Nariman Point,5 stars out of 5,awesome
Mumbai,Trident Nariman Point,5 stars out of 5,Excellent
Mumbai,Trident Nariman Point,5 stars out of 5,"The staff were exceptionally helpful and charming. From the moment they collected us from the airport and checked us in in our room, until we left, they couldn’t have been nicer or more efficient.  The pool was delightful with lovely views over the sea. The whole hotel felt relaxing to be in.  Fantastic breakfast buffet with delicious food and lots of choice, again great service from all the staff.  Beds were comfortable however we would have preferred a softer lighter duvet.  That said it was the only thing.  Even the shower gel smells good."
Mumbai,Trident Nariman Point,5 stars out of 5,"The property is great, most of the staff is wonderful, but, as a package, it is unnecessarily expensive.

My wife was visiting me for one night and the charge for stay and breakfast is almost a third of the room rate that I paid. I didn't pay that exuberant a price at the St. Regis, which is way more luxurious than this.

The other irritating thing is that there is always a line for breakfast. Fortunately, I found a faster way by directly going to the Mexican Room. Russell, an employee of the hotel for over 2 decades, was exceptional in his service there. However, the other younger staff is mostly in a hurry and they made mistakes in getting my order of eggs a couple of times. 

One big turn off is that the area under the bed is dusty and dirty - not being cleaned regularly, and, even being overlooked by the supervisors."
Mumbai,Trident Nariman Point,5 stars out of 5,"It took over 30 minutes to register. A 5 stars hotel having Nescafé bags, the local newspapers was delivered twice but we had to ask for it. We were having  a coffee with snacks, around 12 noon, so whilst drinking our coffee they were cleaning the floor we had to move to another chairs so they could do it. Never, never, I have seen cleaning whilst customers are eating. The staff not that friendly."
Mumbai,Trident Nariman Point,5 stars out of 5,"2 nights at the club room for work. Everything was a breeze. Complimentary transport for short rides around the hotel, nicely sized rooms, warm and professional service. I’d say that the water pressure is gentler than ideal, and it would be good to have a shower handle too (than just a wall faucet)."
Mumbai,Trident Nariman Point,5 stars out of 5,The swimming pool. Excellent location.
Mumbai,Trident Nariman Point,5 stars out of 5,"We lost of baggage and pyjamas was offered by the hotel staff , we were extremely grateful for the thoughtful act, some of the staff remember us in person and was very friendly . We were very happy with our stay and feel welcomed."
Mumbai,Trident Nariman Point,5 stars out of 5,"This is a typical high end big city hotel. It lived up to the expectations one has of a such an hotel. Service was great, food delicious, the location was great and there was an excellent fitness center and salon. We used the fitness center daily and never felt crowded. I had my hair done at the salon and though it was pricey, the service was fine. We especially liked the restaurant. We love Indian food and both breakfast and dinner buffets had a great many choices, all well prepared."
Mumbai,Trident Nariman Point,5 stars out of 5,"Poor and cheating service, lousy breakfast, disappointing experience overall"
Mumbai,Trident Nariman Point,5 stars out of 5,"The initial room that I checked into had some issues with bathroom door lock, bath tub, wash basin etc. When I informed the staff, they were very accommodating and immediately shifted me to a different room (upgraded one :) And I was surprised to beautiful flowers and an apology note in the room when I returned. The onsite manager also apologized in person when we were checking out of the hotel. The location is amazing and the service is excellent. I am definitely going to recommend the hotel to my friends and family. A BIG Thank you.

Regards,
Maheen Zafar"
Mumbai,Trident Nariman Point,5 stars out of 5,"Great location, excellent food and excellent service. Connected to the esteemed Oberoi Hotel, which is more luxurious. Rooms are spacious. However, rooms are quite old and need an upgrade. I recommend you get the ocean view room for an amazing view of the ocean."
Mumbai,Trident Nariman Point,5 stars out of 5,"Excellent location with amazing view of the Esplanade and pay a little more to get the sea facing room on higher floor with amazing sea view. Walking distance to Gateway of India and surrounding area. Breakfast is sumptuous with good varieties of Indian & western food.  It can do more & better with addition of Asian/Chinese  dishes for breakfast which is lacking at this point. Hotel has a Chinese restaurant which I would rate as average as the dishes name sound appetizing but not as authentic e.g we ordered a ""Popiah"" - Singapore dish but came out as deep fried spring roll."
Mumbai,Trident Nariman Point,5 stars out of 5,"The hotel is located beside the sea, probably due to this reason, the room I stayed was always smelled moldy. The drain of the bathtub was stocked.  But the services in the hotel is quite nice and I enjoyed the meals in the hotel especially the breakfast.

In general, it's a good hotel for staying with high CP."
Mumbai,Trident Nariman Point,5 stars out of 5,This Hotel is A Fairytale!
Mumbai,Trident Nariman Point,5 stars out of 5,Went above and beyond. This hotel and staff is The Best in the world
Mumbai,Trident Nariman Point,5 stars out of 5,"The staff are very warm and polite,they make you feel that u are very important to them,they always make sure that they will give u a good service,everyone are working very professional,i will come back again to this hotel,chef stephan did very well when it comes on prefaring food and entertaining the guest two thumbs up to the management"
Mumbai,Trident Nariman Point,5 stars out of 5,"Make sure you stay on the high floor with a view of the sea. The view is the reason for anyone to stay here. Facilities are okay, kind of old, and the design is a bit ibis like. 

Staff are nice."
Mumbai,Trident Nariman Point,5 stars out of 5,We stayed here several nights for Christmas last year. The hotel is what you would expect from Trident - great facilities and service. It is not cheap but well worth it for a special occasion. We had a room with the view of the Arabian sea - it was great to watch the sunset. Would definitely stay here again.
Mumbai,Trident Nariman Point,5 stars out of 5,I would like to suggest that you have a link with a local tour company which offers half-day or full-day tours where hotel guests may join  a group tour with pick-up from the hotel.
Mumbai,Trident Nariman Point,5 stars out of 5,For most part it was delight to stay at this hotel. except for one odd day wherein i had to walk out without breakfast after having waited for 45 mins or so ( this considering i had to get to work!) or so and nothing in sight. but I have overlooked that particular incident in light of the next few days when the the servers at Verandah were particular and ensured the delivery.
Mumbai,Trident Nariman Point,5 stars out of 5,once you add all the taxes and other charges on to the basic rate it is quite an expensive proposition
Mumbai,Trident Nariman Point,5 stars out of 5,"Not brilliant, but not terrible either 
Worked for a basic hotel"
Mumbai,Trident Nariman Point,5 stars out of 5,Very good hotel
Mumbai,Trident Nariman Point,5 stars out of 5,Overall good experience
Mumbai,Trident Nariman Point,5 stars out of 5,"Very nice staff, great location and view."
Mumbai,Trident Nariman Point,5 stars out of 5,Ok stay. Very noisy as we had terrible neighbors.
Mumbai,Trident Nariman Point,5 stars out of 5,short stay but very comfortable
Mumbai,Trident Nariman Point,5 stars out of 5,"Great stay. Staff were uniformly excellent: check in thorough and generous upgrade, housekeeping looked for ways to make stay pleasant, local area Mini Cooper car service a nice touch."
Mumbai,Trident Nariman Point,5 stars out of 5,"just a bit slow at the counter, I like to see staff more reactive ......."
Mumbai,Trident Nariman Point,5 stars out of 5,nice stay
Mumbai,Trident Nariman Point,5 stars out of 5,Stayed in a room overlooking the ocean. The view was amazing and the location of hotel is excellent.
Mumbai,Trident Nariman Point,5 stars out of 5,Excellent Hotel
Mumbai,Trident Nariman Point,5 stars out of 5,good
Mumbai,Trident Nariman Point,5 stars out of 5,Best hotel no comparision superb stay great location
Mumbai,Trident Nariman Point,5 stars out of 5,"Stay was quite comfortable. The front desk ensured that they gave us good rooms on higher floor. They also gave us a surprise by celebrating our parents anniversary at the pool side.

Breakfast was good.

However I have a very bad feedback for Agoda. They hid the fact that there will be additional taxes by quoting it in small font somewhere on the site. At the time of booking the room there was no mention of any additional taxes on the checkout page and when I landed at the hotel I was in for a rude shock to realize that I had to pay INR 4500 more than what I thought I had booked the room for. This is complete lack of professionalism on the part of Agoda."
Mumbai,Trident Nariman Point,5 stars out of 5,Everyone should try
Mumbai,Trident Nariman Point,5 stars out of 5,Winderful
Mumbai,Trident Nariman Point,5 stars out of 5,"Great first stop off on India tour, sea view rooms are definitely worth the price premium. I prefer this hotel to the Taj which trades on its history and in my book is overpriced. Bonus of staying here (formally the Oberoi) is that the new Oberoi is next door with its excellent Zika restaurant. Free 
Mini Cooper rides to local area an added bonus. Would have love to have stayed longer......."
Mumbai,Trident Nariman Point,5 stars out of 5,it situated in prime location and close to many attractions
Mumbai,Trident Nariman Point,5 stars out of 5,Good
Mumbai,Trident Nariman Point,5 stars out of 5,Very Good
Mumbai,Trident Nariman Point,5 stars out of 5,"Ideal- would definitely stay again. 

Very very happy and impressed!"
Mumbai,Trident Nariman Point,5 stars out of 5,Absolutelly fantastic
Mumbai,Trident Nariman Point,5 stars out of 5,Fully satisfuef
Mumbai,Trident Nariman Point,5 stars out of 5,"Good location, good staff"
Mumbai,Trident Nariman Point,5 stars out of 5,Excellent
Mumbai,Trident Nariman Point,5 stars out of 5,Good pleasant stay only the hotel has a too much professionalism in its approach as certain auxiliary services are charged it is a small thing it goes to show the business mentality as for eg wifi service which should be inclusive has been separately  charged it would make sense to increase their room rates rather than shock the guest at check in
Mumbai,Trident Nariman Point,5 stars out of 5,EXCELLENT!
Mumbai,Trident Nariman Point,5 stars out of 5,Trident Nariman Point is a twin hotel to the flagship hotel - The Oberoi of the Oberoi Group. Location of the hotel is in business district on the famous Marine Drive. Service is Oberoi Standard and always Excellent. Its a very good value for money.
Mumbai,Trident Nariman Point,5 stars out of 5,Comfortable and rightly priced
Mumbai,Trident Nariman Point,5 stars out of 5,perfect
Mumbai,Trident Nariman Point,5 stars out of 5,"I enjoyed myself during my stay at Trident a nariman point. 

Firstly I like the high level of security performed by the staff. Although this can be seen in other 5 star hotels. One of my friends bought a dagger from Amritsar for religious purpose and the Hotel staff informed that for safety purposes they would keep it till we check out. Couldn't agree with them more.

Check -in was fast and we were given an option to upgrade ( to top up the difference) as it came with free wifi. I agreed and also signed up for membership. The room was what I had expected, views of the sea just by lying on my bed. The room was spacious and clean. 

One of the nights, I planned to have dinner at Taj president hotel and enquired on how to get there. The staff went a step further and informed me that he will make a reservation as it could be crowded. I was impressed. 

Location wise, I feel it's near to the tourist attractions which is a short auto ride away. I went to Mumbai during the mosoon period and whenever I came out of the hotel, the wind was so strong. 

Overall, I had a great time in the hotel. I used their gym and was quite happy with their equipments. I would stay again at Trident nariman the next time I am in Mumbai or at any of their sister properties in India."
Mumbai,Trident Nariman Point,5 stars out of 5,"Perfect stay...warm welcome,professional service and care and comfort was outstanding
Concierge Mr Rocky Saldhana was outstanding with all his assistance and warm hospitality..the staff were remarkably pleasant. 
Mr Chanthrakanth at pool n gym was also extremely polite,caring and  warm personality..I could see the dedication 

It was a few days of paradise at this hotel."
Mumbai,Trident Nariman Point,5 stars out of 5,good
Mumbai,Trident Nariman Point,5 stars out of 5,"Stayed with my family - wife and 2 daughters aged 16 and 14.
Best service standards that are hard to match - Iconic property with breath taking views of the Marine drive and Mumbai skyline.
I am confused about the Trident branding.... really wonder whats so special about THE OBEROI next door?
I feel the rooms have got a functional, business like look to it to fit into the TRIDENT branding."
Mumbai,Trident Nariman Point,5 stars out of 5,good.
Mumbai,Trident Nariman Point,5 stars out of 5,good
Mumbai,Trident Nariman Point,5 stars out of 5,Nice
Mumbai,Trident Nariman Point,5 stars out of 5,It was owesome!!
Mumbai,Trident Nariman Point,5 stars out of 5,"The hotel stuff and the reception were excellent.
The rooms were very clean and in perfect condition.
It was a pleasure to stay in that hotel"
Mumbai,Trident Nariman Point,5 stars out of 5,"It was alright. The rooms were small and I didn't like the breakfast timings. That should be mentioned at the time of check in. Most hotels I have stayed at were till 11:30 atleast. Also, they didn't provide a smoking room when they mentioned that they would."
Mumbai,Trident Nariman Point,5 stars out of 5,"Always a pleasure due to staff hospitality and overall service
Location is excellent and best in south Mumbai"
Mumbai,Trident Nariman Point,5 stars out of 5,Not impressed with the rooms
Mumbai,Trident Nariman Point,5 stars out of 5,After many years as a regular guest the front doormen still discriminate base on the type of vehicle one arrives in and on colour of skin. When I arrive in my friend's Inova there were four doormen talking to each other but not one came to welcome or ask for the keys as I walked into the lobby. Went out again to hand my car key and the driver drove off without unloading my luggage. NOT A GOOD PERFORMANCE AT ALL !
Mumbai,Trident Nariman Point,5 stars out of 5,had a very good stay
Mumbai,Trident Nariman Point,5 stars out of 5,"Pleasant and comfortable stay. However inspite of availability of ocean view rooms, our request to be moved to one was not entertained."
Mumbai,Trident Nariman Point,5 stars out of 5,Pleasant
Mumbai,Trident Nariman Point,5 stars out of 5,"We had a pleasant stay at the hotel. We are offered the standard upgrade for Club Room + Wifi + Airport Transfer for Rs3500 per day but we decline. We were alternatively offered an upgrade to sea view room for a small fee. We happily accepted. I think the Wifi charge of Rs1000 per day is not suitable. I can get my mobile data roaming for USD12 per day which is half the cost and available everywhere I go in Mumbai. For Rs1000, I am only enabling wifi during my limited hours in my room. Wifi should be made complimentary like most hotels or offer basic access for free and premium access for a fee. During checkout there was a mistake of billing us for one breakfast and I need to use Agoda voucher to show my room charge include breakfast. They front desk cancel this item in the bill after I show them the Agoda Voucher. In general, we had good stay at this hotel."
Mumbai,Trident Nariman Point,5 stars out of 5,We were disappointed by the service and the sense that you needed to give a generous tip in order to be well served.
Mumbai,Trident Nariman Point,5 stars out of 5,I booked in for my parents. And they enjoyed their stay there. The breakfast was fantastic. They had a room with the Ocean View. Location was perfect. The best part of the hotel is the customer service. The staffs of Trident Nariman Point were too good.
Mumbai,Trident Nariman Point,5 stars out of 5,I was generally impressed with the hotel; staff were very helpful indeed. The room was very comfortable with a good shower. Breakfast was of a good standard with many options.. I really enjoyed Mumbai and it was nice to have a calm refuge away from the hustle and bustle of the city...only issue was you had to pay for WIFI. This should have been included.
Mumbai,Trident Nariman Point,5 stars out of 5,"One of the good hotels in the area. Our stay was comfortable and peaceful, much due to the friendliness and helpfulness of hotel staff. Overall feel of the facilities that hotel is in a good need of refurbishment and renovation. Rooms were clean but all the amenities look old and definitely not up to 5 star hotel standards. Food was delicious and the location of the hotel is one of the best in the area. We would give it total good 4."
Mumbai,Trident Nariman Point,5 stars out of 5,gd
Mumbai,Trident Nariman Point,5 stars out of 5,Good Stay!!
Mumbai,Trident Nariman Point,5 stars out of 5,"In my previous five visits to India, I never managed to make it to Mumbai. So, I decided to spend the weekend in Mumbai before head off to a class in New Delhi. My original plan was to stay at the Taj; but the Trident had a promotional offer that was too good to pass up. I am very happy with my choice! The Trident Hotel is sleek and modern with a spectacular sea view. The staff couldn't have been nicer or more professional and helpful! Upon registering, I was offered an upgrade to club for only RS3,500 per night. Usually, these offers are rip-offs; but in the Trident's case it was a great bargain. For my extra RS3,500 (GBP 35) per night I got: a room with a great sea view, breakfast in the club lounge (The breakfast is made to order, not a buffet under hot lamp deal.), h'orderves and drinks in the evening, a free airport transfer that the staff allowed my to trade for a free four hour private tour of Mumbai (BTW, the tour was excellent.), free WiFi (I hate paying for WiFi. There's no reason in this day and age why all hotels don't provide free WiFi for their guests. In a five star hotel, charging for WiFi is mercenary!), and finally express checkout on the club (28th) floor. My room was great. The only criticism I have is that the drawers were small. I am not a clothes horse; but I bet a lot of travelers who book five star hotels are. Also, I was traveling alone. If I was accompanied, there would have probably been some contention over draw space. This is a very minor problem that the Trident can easily fix. The location, Nariman Point, is perfect. If you don't want to eat in the hotel, there are plenty of restaurants within walking distance. If I ever return to Mumbai, Trident Hotel Nariman Point will be my first choice!"
Mumbai,Trident Nariman Point,5 stars out of 5,I have found non better in this location
Mumbai,Trident Nariman Point,5 stars out of 5,ok
Mumbai,Trident Nariman Point,5 stars out of 5,"Wonderful,  I was there to celebrate my daughter birthday,  n they bought a surprise cake n flowers for my daughter with birthday card in my hotel room with all their staff.  It is really very nice of them n appreciating."
Mumbai,Trident Nariman Point,5 stars out of 5,"This is a very good hotel, paradise in Mumbai and best scenic views of the sea!"
Mumbai,Trident Nariman Point,5 stars out of 5,"always a pleasure coming back to the hotel
good in all aspects
staff especially friendly and efficient
everything good
Keep it up"
Mumbai,Trident Nariman Point,5 stars out of 5,"Mr. Vikram Oberoi, If you read this I'm very disspointed with your Check-in Counter staff and Manager on duty during my arrival. My Mother and I have to wait for 75 minutes before we were able to check-in. None of your check-in staff give me an update about the status of the room and your manager on duty is invisible. The good side is clean and well maintenance for room, attentive and friendly housekeeping staff. Good security and the hotel looks lively when Mumbai Indian team is around."
Mumbai,Trident Nariman Point,5 stars out of 5,fantastic we celebrated my fathers birthday with fun and joy in comfotable ambience and very friendly staff to help and serve. outstanding hotel
Mumbai,Trident Nariman Point,5 stars out of 5,"Great - we arrived early in the morning and were given early check in and upgraded to a superior room with a sea view. Staff was pleasant,attentive  and unobtrusive. Thou roughly enjoyed our stay here. We were even late check out."
Mumbai,Trident Nariman Point,5 stars out of 5,"Lack of free wifi in rooms
Room furniture is dated and needs upgrading"
Mumbai,Trident Nariman Point,5 stars out of 5,It was for a short business meeting. The stay was comfortable and had a chance to relieve my stress with a visit to a local spa about 5 mins walk from the hotel.
Mumbai,Trident Nariman Point,5 stars out of 5,Great location. Clean room. Fitness center (Though the equipment were a bit old)
Mumbai,Trident Nariman Point,5 stars out of 5,EXCELLENT HOTEL FOR THE 2 DAYS SHORT VISIT. ROOM SERVICE WAS VEEY FAST WHICH WAS THE MOST SATISFYING EXPERIENCE.
Mumbai,Trident Nariman Point,5 stars out of 5,"Good - Spacious clean room. Great breakfast, near enough to walk the distance to the Gateway of India, the Taj Hotel (also the ferry boarding point for the Elephanta Island). Similarly to the main shopping street. Great roof top pool - wished we brought along the swim gear.

Not so great - only staircase access to the breakfast area (below the level of the lobby) that we are aware of - makes it difficult to get there - I had recently injured my knees)."
Mumbai,Trident Nariman Point,5 stars out of 5,"I was upgraded on arrival, which meant I had a higher floor view and a superb room.  Staff were attentive and helpful, breakfast was varied and delicious, and Club facilities were excellent.  I look forward to my next stay here in this hotel on the sea front.  Enjoyed walking to Kala Ghoda and Fort from here and along the sea front to many neighboring restaurants and shops."
Mumbai,Trident Nariman Point,5 stars out of 5,"I loved this hotel.  Spent one night and wished I had booked 3.  Outstanding staff - fabulous comfortable room with every modern convenience including electronic black out shade and CD player with flat screen TV.  Lovely bathroom with great products and even a plate with oranges, linen napkin and knife on the desk when I arrived.  Excellent value.  Verandah lounge was nice with a buffet - small finger foods etc. for a good price and again, excellent quality of food and service by staff.  Late checkout until 6pm at no extra charge.  Nice but cold rooftop pool with comfy lounge chairs, plush towels.  Steam room and change area with bath and hair products.  Everywhere was exceptionally clean for India, most impressed.  Highly recommend this hotel."
Mumbai,Trident Nariman Point,5 stars out of 5,"I have stayed in Trident Mumbai a few times before. I was always happy and comfortable there.    The staff are excellent,service is very good,and i am very comfortable.When I am in Mumbai again i would choose Trident again.A big thank you to all staff of Trident Mumbai.Bye."
Mumbai,Trident Nariman Point,5 stars out of 5,It was good value for money for the amenities provided. Unacceptable that there was no free wifi for all guests.
Mumbai,Trident Nariman Point,5 stars out of 5,"We took for the package that includes breakfast. But the receptionist denied for breakfast finally we had show them the booking confirmation then they allowed us. It wasn't fair. At same time staff weren't rude. 
All are small compact room and very small bathrooms
Only ocean view is splendid"
Mumbai,Trident Nariman Point,5 stars out of 5,"it was perfect right from check in till check out noticed friendly staff , allowed late check out , had nice break first and last but not least on request provided the best ocean view room with city look as well....it was worth all money and for sure i would like to visit again ..."
Mumbai,Trident Nariman Point,5 stars out of 5,It was great - I would definitely stay here again.
Mumbai,Trident Nariman Point,5 stars out of 5,its worst i hope and decided not to stay again in this hotel i belive there are lot of best hotels in mumbai has good srvice  good facalities with nice hotel staff.
Mumbai,Trident Nariman Point,5 stars out of 5,One of the best hotels in Mumbai.  Central location and very helpful staff.  Breakfast was delicious with many options.  The pool was great and the gym inside the hotel was top notch.  Would stay here again and again.
Mumbai,Trident Nariman Point,5 stars out of 5,"the trident is a very clean, modern hotel in Mumbai, close to the shopping district.  Friendly staff and excellent room service, great ocean views"
Mumbai,Trident Nariman Point,5 stars out of 5,"We stayed at the Oberoi for the first week of our holiday which is next door to the Trident. We decioded to try the Trident as a comparison for the last few days. Whilst not of the standard of the Oberoi, we couldn't really fault anything. Pleasant room, excellent ocean views and a great swimming pool although extremely cold. Excellent location on the ocean front on Marine Drive - easy access to Colaba Causeway etc via taxis which cost pennies. Staff all extremely friendly and helpful. Preferred the location of the Trident to the Taj Mahal. Would stay again."
Mumbai,Trident Nariman Point,5 stars out of 5,"friendly and helpful staff,high security,fast check-in and check-out international menu at breakfast and dinner.In overall I would recommend this hotel for short stay"
Mumbai,Trident Nariman Point,5 stars out of 5,stay was good service at reception was great location was good but the service at breakfast was very slow...many complaints from guests regarding waiting time for a cup of coffee or tea
Mumbai,Trident Nariman Point,5 stars out of 5,"The stay was excellent. The Staff very helpful, definitely deserves a 5 star rating, the rates just need to be at least 15% lower"
Mumbai,Trident Nariman Point,5 stars out of 5,Trident Nariman hotel is very probably one of the best hotels in Mumbai but at affordable price.
Mumbai,Trident Nariman Point,5 stars out of 5,Very comfortable stay. Great location. Good view of the beach. Nice staff  clean . Good bathroom with power shower. Niigata breakfast. Wifi should have been included especially as it was a business hotel. Less star rated hotels offered free wifi.
Mumbai,Trident Nariman Point,5 stars out of 5,It was great.  The initiative they take as they even brought a cake for my husband on his birthday in which I didn't inform them of anything.  It was really a surprised and the thought that counts.
Mumbai,Trident Nariman Point,5 stars out of 5,overall experience was fair and OK for Indian standard (due to poor infra structure and my personal experience of other so-called 5 star hotel in India)but way below standard of hotel in US and other asian country.
Mumbai,Trident Nariman Point,5 stars out of 5,Relaxing and friendly stuff there no noise at all. Swimming pool area and meeting rooms are very good
Mumbai,Trident Nariman Point,5 stars out of 5,Pretty cool..had gone for a quiet time-off from the daily schedule and the calmness and service will help you just do that..relax..food is good and the location is ideal..on the marine drive and close to the night life centre..al in all value for money if you get a good deal
Mumbai,Trident Nariman Point,5 stars out of 5,"Trident Nariman Point Mumbai Hotel absolutely exceeded my expectations. They have the best customer service I have ever experienced in my travels. I had to check-in earlier than the usual check-in time because of my flight schedule and because I had to wait a bit for check-in, hotel reception was kind enough to give me complimentary wifi services as well as free lunch buffet! Aside from that, all hotel staff were very courteous and attentive to guests' needs. You'll really feel like a VIP in every corner of the hotel. Also, the hotel's breakfast buffet has a very good selection of food. When staying in Mumbai, Trident Nariman Point Hotel will truly offer the best hotel experience you could ever ask for =)"
Mumbai,Trident Nariman Point,5 stars out of 5,Really enjoyed my 24 hours of relaxation at Trident.  Sea view rooms are beautiful as is the swimming pool deck.
Mumbai,Trident Nariman Point,5 stars out of 5,Traident is a very nice hotel in Mumbai facing the Sea and the Rooms very Comfortable with excellent Room Service and a very friendly and comforting staff
Mumbai,Trident Nariman Point,5 stars out of 5,"i really enjoyed and spent my time in mumbai and for comfort reason, trident was the best"
Mumbai,Trident Nariman Point,5 stars out of 5,"I stayed in the hotel for 3 nights.Initially I booked in Trident Nariman hotel but when I checked in, I was upgraded to a nice ocean view room in the Obroi hotel which belongs to the same hotel and adjacent to Trident. This is a good gesture from the staff. The staff performance was outstanding during all times. The food was great specially the breakfast. In general, this is the best hotel I have ever seen since long time. Highly recommended to all. I will with no doubt going to stay there again."
Mumbai,Trident Nariman Point,5 stars out of 5,it was very nice; staff were pleasant and helpful and facilities are top notch
Mumbai,Trident Nariman Point,5 stars out of 5,"Apart from being away from the city and taking almost close to an hour, it was an excellent hotel. Good staff service, good restaurants and modern and spacious rooms."
Mumbai,Trident Nariman Point,5 stars out of 5,"The view from 27 flr from my room was like me standing on the edge of titanic spreading my arms and i could feel like i am flying.
The things which lacked was:
1 no comb - which a 5 star hotel should provide to guests
2 no dental kit- which i called room service to provide
3 at the time of check-in the reception guy asked me which new paper i would prefer and i wasn't deliver any."
Mumbai,Trident Nariman Point,5 stars out of 5,I have booked this hotel in the past also and there has been no issue.. But this time the only problem I faced was that the package clearly said 'breakfast inclusive' which apparently wasn't. I paid for my breakfast separately.
Mumbai,Trident Nariman Point,5 stars out of 5,"it was a wonderful stay as always, would like to stay whenever i am at Bombay.  Would like to spend few nights with my wife at Trident"
Mumbai,Trident Nariman Point,5 stars out of 5,They at least still provide smooking rooms but I think I will not stay again!
Mumbai,Trident Nariman Point,5 stars out of 5,"while check in the staff was very helpful.Breakfast in the morning there was many variety.
But while checkout it was a very bad experience because I have booked from 22nd August to 26th August.I have checked in on the 23rd in the morning and checked out on the 26th @ 3 oclock in the morning,I have been to the desk where no additional reclamation was made to me.I was getting in my taxi when suddenly somebody ran after me by telling infront of everybody that I have not paid for 1 day.I was hummiliated infront of my wife and security guards.Finally the desk manager came and appologies on behalf of her staff.But as we always say in FRENCH (LE MAL A ETE DEJA FAIT)Infact I have booked for 4 days but stayed for 3 only"
Mumbai,Trident Nariman Point,5 stars out of 5,"Good stayed, clean room, strategic located, and friendly staff"
